,sample2,sample4,sample1,sample3
CEMIP2,4478,6652,1968,1700
ABHD17B,3816,4727,1492,1517
C9orf85,599,623,282,349
LOC101927108,0,1,2,0
C9orf57,0,0,0,0
GDA,644,645,172,108
LINC01504,0,1,0,0
ZFAND5,4250,5368,2657,3707
LOC105376080,0,0,0,0
TMC1,4,19,0,0
LOC101927234,1,3,1,1
LOC124902347,2,0,0,2
LOC101927191,0,0,0,0
LOC124902181,0,0,2,1
LINC01474,0,0,0,0
ALDH1A1,72,77,11,13
LOC105376081,0,0,0,0
ANXA1,27,196,41,27
LOC105376082,0,0,0,0
LOC101927281,0,1,0,0
LOC124902182,0,0,0,0
LOC105376084,4,1,2,0
LOC105376083,0,0,0,0
LOC105376085,2,0,0,0
LOC105376086,1,1,1,0
LOC101927329,2,3,3,2
LOC105376087,0,1,0,1
LOC101927358,1,0,0,0
RORB-AS1,9,16,3,4
RORB,378,425,94,69
LOC105376088,0,2,0,1
TRPM6,124,176,70,99
C9orf40,530,585,328,376
CARNMT1-AS1,33,18,18,16
CARNMT1,1709,1860,1035,1230
NMRK1,436,411,362,555
OSTF1,438,588,200,194
LOC105376090,1,0,1,0
LOC105376091,0,0,0,0
PCSK5,697,679,400,399
LOC124902183,0,1,0,0
RFK,355,358,226,218
GCNT1,857,876,913,1765
RPSAP9,30,30,39,19
LOC124902184,1,1,0,3
LOC105376093,0,0,2,0
LOC105376095,15,15,8,11
PRUNE2,2142,1357,867,845
PCA3,5,3,0,1
FOXB2,11,11,3,7
LOC105376096,1,2,0,0
VPS13A-AS1,0,1,0,0
VPS13A,3968,2865,2194,2157
GNA14,166,157,33,29
GNA14-AS1,4,1,1,0
LOC124902185,1,0,0,0
GNAQ,3154,3262,2963,3973
LOC107987081,193,77,206,193
LOC107987031,1,0,0,0
CEP78,2188,2783,1983,2136
PSAT1,11323,15978,2681,2813
LOC107987083,126,65,30,33
LOC105376097,6,1,0,2
LOC101927450,9,1,4,1
LOC124902186,3,3,0,1
LOC124902328,0,0,0,0
LNCARSR,0,1,1,0
TLE4,1524,1173,1135,1167
LOC124902329,66,32,44,27
LINC01507,1,0,1,0
LOC105376101,0,0,1,0
LOC105376100,0,0,1,0
LOC105376099,0,0,0,0
LOC105376103,0,0,2,0
LOC105376105,1,0,1,2
LOC107987085,0,0,0,1
LOC107987084,0,0,0,0
TLE1,4409,5138,950,1324
LOC105376106,13,8,0,4
TLE1-DT,10,4,4,0
LOC105376108,0,0,1,1
LOC124900283,0,0,0,0
LOC124902187,0,0,0,0
SPATA31D5P,0,0,0,0
SPATA31D4,0,0,0,0
SPATA31D3,0,0,0,0
LOC105376107,0,0,1,0
SPATA31D1,0,0,1,0
LOC112268046,0,0,0,0
LOC107987086,0,1,0,0
LOC107987087,14,8,3,1
LOC105376110,0,0,0,1
LOC124902188,53,65,40,30
LOC124902189,4,8,2,0
RASEF,1304,712,308,263
FRMD3-AS1,9,9,16,9
FRMD3,45,43,15,24
LOC124902190,4,5,7,5
LOC124902346,0,0,0,0
IDNK,46,51,71,88
UBQLN1,5550,4805,4278,4440
UBQLN1-AS1,20,30,24,25
LOC124902191,3,2,1,4
GKAP1,347,205,193,257
LOC101927552,11,6,5,4
KIF27,483,442,561,683
LOC124900638,0,1,1,0
LOC105376335,3,1,3,1
QNG1,101,134,116,159
HNRNPK,29813,29803,21132,25700
MIR7-1,41,33,12,26
RMI1,368,305,145,169
LOC101927575,2,0,0,0
SLC28A3,0,1,1,2
SLC28A3-AS1,0,0,0,0
LOC102724036,1,3,0,0
LOC124902192,0,0,0,0
NTRK2,11,8,1,0
LOC124902193,0,0,0,0
LOC105376118,0,0,0,0
LOC107987088,0,0,0,0
LOC105376119,0,0,0,0
LOC124902322,0,0,0,0
LOC105376121,5,3,1,1
LOC101927603,3,6,1,1
AGTPBP1,4444,5073,3403,4472
LOC389765,110,96,117,148
NAA35,1715,1800,1439,1700
GOLM1,4927,5294,3349,3266
LOC101927623,7,3,1,4
C9orf153,16,8,11,11
ISCA1,2015,1765,880,1146
LOC124902194,52,68,39,46
TUT7,1841,1867,1415,1587
LOC102724080,0,1,0,0
LOC105376123,0,0,2,4
LINC02834,1,1,1,0
LOC124902195,0,0,1,0
GAS1,82,126,530,691
GAS1RR,0,1,1,0
LINC02893,60,48,82,99
LOC124902196,2,0,0,2
NFYCP2,0,0,0,1
LOC124902197,0,1,0,0
LINC02872,1,0,1,4
LOC105376126,50,58,30,16
LOC105376127,8,16,8,14
DAPK1,7692,9067,4409,4413
DAPK1-IT1,8,6,3,2
CTSL,1105,1320,1121,1678
LOC124902198,0,0,0,0
CTSL3P,0,7,0,1
LOC112267903,0,0,0,0
CTSLP8,0,0,0,0
NPAP1P9,0,0,0,0
LOC107987091,0,0,0,0
LOC497256,0,0,0,0
LOC124902199,0,1,0,0
SPATA31E1,4,3,1,1
SPATA31C1,4,6,0,0
LOC122394732,0,0,0,0
CDK20,67,67,159,227
LOC124902200,0,3,2,12
LOC105376131,1,1,2,0
LOC124902201,5,3,1,3
LINC03026,0,0,0,0
LOC124902202,0,0,0,0
LOC124902203,1,1,0,1
SPATA31C2,0,5,1,0
LOC124902204,121,124,61,60
SPIN1,4985,5374,2746,3561
LOC105376134,1,4,1,1
NXNL2,29,13,6,6
LINC02843,0,0,0,0
LOC105376135,0,0,0,0
MIR4289,0,0,0,0
LOC124902205,0,0,0,0
S1PR3,298,408,1130,2295
SHC3,711,797,73,63
LOC124902206,0,0,0,0
LOC105376136,191,138,131,167
CKS2,3656,4464,1497,1720
MIR3153,42,51,29,40
SECISBP2,3265,3222,2483,2799
SEMA4D,1755,1638,675,636
LOC105376137,0,0,4,5
LOC124902207,0,0,1,0
LOC105376139,6,15,1,0
GADD45G,48,82,30,37
LINC03062,3,3,0,0
LOC105376140,3,2,0,0
LOC107987032,0,0,0,0
LOC101927823,0,0,0,0
LOC101927847,0,0,0,0
MIR4290HG,0,0,0,0
MIR4290,0,0,0,0
LOC105376142,0,0,0,0
LINC01508,5,2,3,0
LINC01501,1,0,0,1
DIRAS2,4,3,0,0
SYK,232,367,64,54
LOC105379829,0,0,0,0
LOC105376143,0,0,0,0
LINC02957,0,0,1,0
LOC100129316,0,1,0,0
LINC02937,12,11,3,5
LINC00484,2,2,0,0
LOC124902208,22,15,9,3
AUH,1124,1148,615,802
NFIL3,773,519,382,443
LOC124902209,6,3,0,0
LOC105376146,2,1,2,0
MIR3910-1,0,0,0,0
MIR3910-2,0,0,0,0
ROR2,797,918,8794,13100
LOC124902210,23,10,113,140
LOC105376148,0,0,0,0
LOC107987094,0,0,1,0
SPTLC1,2633,2724,2484,3060
LOC100128076,54,41,72,79
LINC00475,5,3,6,4
LOC124902345,2,0,1,0
LOC112268048,2,3,2,2
IARS1,22886,26181,11458,12772
MIR3651,0,0,0,0
SNORA84,5,2,1,1
NOL8,1428,1479,919,1326
CENPP,287,276,207,254
OGN,14,13,11,4
OMD,21,2,12,9
ASPN,11,4,4,6
ECM2,19,4,10,8
MIR4670,0,1,0,0
IPPK,263,340,159,192
LOC100128361,0,0,0,0
LOC107987095,19,33,9,12
BICD2,2431,2856,1438,1814
LOC101929748,9,8,13,16
LOC124902211,6,7,14,32
ANKRD19P,82,58,106,208
ZNF484,968,870,717,925
LOC642943,7,5,0,0
FGD3,51,81,49,48
LOC101927954,15,15,2,1
SUSD3,200,250,167,173
LOC101927993,4,0,3,8
CARD19,395,449,190,281
NINJ1,1105,1104,298,341
LOC124902212,19,18,3,7
LOC124902213,1,0,0,0
WNK2,2626,2177,556,401
LOC124902214,10,14,1,2
FAM120A2P,466,825,130,102
LOC107987097,124,99,36,55
FAM120AOS,1778,2214,1077,1423
FAM120A,3862,4329,1842,2037
PHF2,787,802,852,995
MIR548AU,0,1,0,0
LOC124902215,9,8,5,11
MIR4291,0,0,0,0
LOC101928014,6,0,1,2
BARX1,415,156,248,334
LOC124902216,29,2,30,33
BARX1-DT,14,4,7,4
PTPDC1,626,626,654,701
LOC107987099,0,0,0,0
MIRLET7A1HG,75,70,69,69
MIRLET7A1,0,0,0,0
MIRLET7F1,4,7,12,8
LINC02603,156,153,78,113
MIRLET7D,14,13,5,5
LOC124902342,0,0,0,0
ZNF169,94,93,106,113
LOC105376154,10,14,7,10
NUTM2F,5,0,1,0
LOC124902217,1,1,0,2
LOC100132077,0,2,2,1
MFSD14B,1875,2427,1115,1403
LOC107987100,26,9,22,20
LOC124902218,26,10,32,20
PCAT7,107,110,86,93
FBP2,16,10,8,3
FBP1,64,71,10,9
LOC124902219,0,0,0,0
LOC107987101,0,0,0,0
AOPEP,597,609,585,649
LOC124902220,1,0,0,1
MIR2278,0,0,0,0
LOC101928119,6,2,6,14
MIR6081,3,2,3,3
MIR23B,8,1,0,3
MIR27B,3,4,9,11
MIR3074,0,0,0,0
MIR24-1,0,0,0,0
FANCC,400,462,467,500
LOC107987102,9,4,9,9
LOC124902339,0,0,0,1
LOC105376155,3,5,0,7
LOC105376156,93,147,55,48
PTCH1,1751,1182,2858,4321
LOC100507346,10,10,11,22
LOC105376157,0,0,0,0
LOC105376158,0,0,0,0
LOC105376161,0,1,0,1
ERCC6L2-AS1,93,160,197,230
LOC107987103,0,2,1,0
LOC124902221,3,2,5,9
ERCC6L2,1710,1724,2115,2249
LINC00092,10,2,54,44
LOC105376159,1,0,48,24
LOC158435,0,0,27,38
LOC158434,0,0,3,0
LOC112268039,0,0,3,0
LOC107987033,0,0,0,1
SLC35D2-HSD17B3,3,1,3,1
HSD17B3,0,0,0,0
HSD17B3-AS1,0,0,0,0
SLC35D2,24,20,50,58
ZNF367,404,563,236,213
HABP4,457,387,255,282
CDC14B,4281,3890,2665,2973
LOC105376163,39,12,7,7
PRXL2C,299,303,307,417
LOC441455,19,24,15,22
ZNF510,1127,1249,792,897
ZNF782,378,417,216,250
LOC100132781,9,4,5,7
PTMAP11,33,19,9,14
NUTM2G,70,53,34,32
MFSD14CP,232,255,121,143
CTSV,1618,1961,1201,1548
GAS2L1P2,10,6,3,3
LOC107987104,184,119,30,54
LOC105376166,203,87,58,39
LOC112268050,875,592,389,283
ANKRD18CP,1760,1350,977,996
LOC107987025,381,299,115,82
LOC124902224,10,15,6,3
SUGT1P4-STRA6LP-CCDC180,1,1,1,1
SUGT1P4-STRA6LP,59,51,58,87
CCDC180,1,4,3,3
MIR1302-8,2,4,0,2
LOC286359,0,0,0,0
TDRD7,130,173,148,172
TMOD1,18,12,69,92
LOC105376168,0,0,0,1
TSTD2,705,749,471,534
NCBP1,4825,6020,2238,2426
XPA,189,208,268,366
PTCSC2,3,4,3,5
FOXE1,7,4,3,2
TRMO,147,242,194,277
HEMGN,1,0,0,1
LOC124902226,16,20,14,31
ANP32B,1477,653,2408,2476
LOC124902225,50,33,43,54
TRIM14,1052,1044,303,321
LOC124902227,0,1,0,0
NANS,1115,1135,695,829
CORO2A,8935,7586,4290,4334
TBC1D2,2099,1329,2155,2121
MIR6854,2,2,0,1
GABBR2,477,179,943,1051
LOC124902228,3,0,2,2
ANKS6,3108,3191,1874,2103
LOC124902229,28,13,5,7
GALNT12,814,657,684,840
LOC102724684,1,0,0,0
ADIPINT,0,0,1,0
COL15A1,4,5,8,8
TGFBR1,3658,4074,3940,5142
LOC105376174,1,1,0,2
ALG2,988,1321,839,1180
SEC61B,1803,2281,1194,1433
LOC124902230,6,3,4,2
LOC124902231,1,0,1,0
NAMA,2,0,0,1
LOC124902232,0,0,0,0
LOC107987011,11,3,14,20
LOC124902236,0,0,1,0
LOC124902233,0,0,0,0
LOC107987012,1,1,0,1
LOC101928438,3,2,1,8
LOC124902234,1,2,1,0
NR4A3,24,7,1,3
STX17-DT,16,25,3,5
STX17,1472,1451,1476,2038
ERP44,1616,1654,1599,1916
LOC105376176,64,37,41,42
INVS,402,389,716,996
LOC124902235,14,9,12,17
TEX10,4211,5866,2486,3084
LOC105376177,173,189,143,169
MSANTD3,531,666,361,389
MSANTD3-TMEFF1,0,0,0,0
LOC124902237,3,1,4,0
TMEFF1,469,474,398,591
CAVIN4,341,324,213,242
LOC105376179,0,0,0,0
LOC105376180,0,0,0,0
LOC105376181,0,0,0,0
PLPPR1,36,42,46,74
LOC105376183,2,1,4,3
LOC105376182,3,0,1,0
LOC124902238,0,0,0,1
BAAT,5,13,12,8
MRPL50,1687,2027,1098,1412
ZNF189,744,1003,1029,1505
ALDOB,2,2,0,6
LOC105376184,0,0,0,0
TMEM246-AS1,9,16,10,8
PGAP4,1296,1202,958,1210
RNF20,3064,3495,2575,3178
GRIN3A,70,42,42,33
PPP3R2,0,0,0,0
LOC105376186,0,0,0,0
LOC105376187,0,0,0,0
LOC105376188,0,0,0,0
LOC105376190,0,0,0,0
LINC00587,0,0,0,0
CYLC2,0,0,0,1
LOC105376191,0,0,1,0
LINC01492,1,0,0,1
LOC105376192,0,0,0,0
LOC105376193,0,0,0,1
LINC03094,0,0,0,0
SMC2-DT,1,1,1,0
SMC2,4095,4682,3445,4067
LOC105376194,0,0,0,0
LOC105376195,0,1,0,0
OR13F1,2,0,0,0
OR13C4,0,0,0,0
LOC107987105,2,1,6,3
OR13C3,0,0,0,0
OR13C8,0,0,0,0
OR13C5,0,0,0,0
OR13C2,0,0,0,0
OR13C9,0,0,2,0
OR13D1,0,0,3,0
NIPSNAP3A,219,252,390,487
NIPSNAP3B,12,14,12,31
ABCA1,397,363,367,547
LOC124902239,5,2,0,4
LOC105376196,10,3,1,3
CT70,2,1,1,1
LOC105376197,0,2,0,0
LOC112268038,41,30,31,54
SLC44A1,4884,5037,4002,5233
FSD1L,221,96,131,187
RALGAPA1P1,95,59,52,64
FKTN-AS1,4,7,5,7
FKTN,954,968,960,1226
TAL2,2,6,1,8
TMEM38B,471,515,173,226
LOC107987107,1,1,0,0
LOC107987108,6,3,2,2
LOC107987109,7,2,1,0
LOC124902240,1,1,1,0
MIR8081,0,0,0,0
LINC01505,0,0,0,0
LOC105376204,46,57,14,14
ZNF462,9254,7967,4611,3801
LOC340512,22,20,31,14
LOC107987110,1,0,0,0
RAD23B,7744,8254,6351,8101
LOC124902241,12,7,5,7
LOC107987111,0,0,0,0
LINC01509,0,2,0,0
KLF4,116,124,12,16
LOC105376206,1,0,0,0
LOC105376205,0,0,0,0
LOC105376207,0,0,0,0
LOC124902242,0,0,0,0
LOC105376208,0,0,0,0
LOC105376209,0,0,0,0
LOC107987112,0,1,3,0
LOC124902243,0,0,0,2
LOC105376214,0,1,2,1
LOC105376213,0,0,0,0
LOC105376212,4,5,0,0
ACTL7B,0,0,0,0
ACTL7A,0,0,0,2
ELP1,2986,3588,1683,2197
ABITRAM,281,280,349,436
CTNNAL1,4096,4893,2576,3278
LOC105376216,12,9,2,5
TMEM245,5310,4176,3320,4196
MIR32,2,8,2,3
FRRS1L,39,28,15,31
EPB41L4B,1392,1591,247,208
PTPN3,324,259,207,241
MIR3927,0,0,0,0
PALM2AKAP2,3610,4051,1108,1302
LOC107987013,1,2,0,0
LOC124902244,17,9,7,5
LOC105376217,10,11,3,2
C9orf152,6,2,0,0
TXN,5936,7206,3644,3758
LOC107987114,0,0,0,0
LOC124902246,0,0,0,0
TXNDC8,0,0,0,0
LOC124902245,1,0,0,0
SVEP1,58,95,53,35
LOC124902331,0,0,0,0
LOC124902247,0,1,0,1
LOC105376218,2,2,3,3
MUSK,0,3,1,0
LOC107987115,0,0,0,0
LPAR1,104,117,173,226
LOC124902248,1,12,3,1
LOC105376219,0,0,0,0
MIR7702,0,0,0,0
OR2K2,0,0,1,0
ECPAS,11634,12689,5660,6215
ZNF483,10035,8813,1182,1124
PTGR1,1399,1382,1837,2609
LRRC37A5P,0,0,1,0
LOC107987116,6,4,17,18
DNAJC25-GNG10,0,0,0,0
DNAJC25,225,253,177,248
GNG10,10,12,9,5
SHOC1,76,20,68,47
LOC124902249,8,1,4,10
UGCG,2740,2734,1516,2058
MIR4668,0,0,2,0
LOC124902250,0,0,1,0
SUSD1,241,222,156,141
PTBP3,6775,6259,6590,8214
HSDL2,1380,1306,1154,1603
HSDL2-AS1,33,41,30,37
KIAA1958,2646,1975,1408,1564
INIP,761,792,501,569
SNX30,2341,1846,2059,2752
SLC46A2,2,0,2,3
ZNF883,2030,1516,913,950
ZFP37,357,279,357,508
FAM225B,0,0,0,0
FAM225A,0,0,0,0
SLC31A2,4,1,4,2
FKBP15,1387,1250,1258,1425
SLC31A1,4081,4282,2362,2743
LOC107987119,37,28,18,15
CDC26,298,419,199,223
PRPF4,2087,2574,1500,1895
RNF183,17,5,13,7
WDR31,63,38,137,214
BSPRY,364,295,90,91
HDHD3,378,473,332,488
ALAD,520,466,419,593
POLE3,1732,2217,1097,1446
C9orf43,24,26,11,20
RGS3,739,805,537,648
LOC105376222,27,26,15,3
LOC105376223,13,12,12,4
ZNF618,1723,1803,1260,1221
AMBP,170,183,30,52
LOC107987120,0,2,1,2
KIF12,49,59,59,94
LOC124902251,0,2,1,2
LOC105376225,2,6,0,0
COL27A1,1694,1429,1009,1308
MIR455,0,1,2,0
LOC124902252,3,4,0,2
LOC105376224,29,33,24,19
ORM1,0,0,0,0
ORM2,0,0,0,2
AKNA,1928,1969,969,1180
LOC124902253,4,4,4,2
WHRN,319,258,247,333
LOC124902254,0,0,0,0
LOC105376229,2,2,0,0
LOC124902352,0,0,0,0
ATP6V1G1,2322,2970,2385,3191
TMEM268,438,519,313,390
TEX53,0,2,1,0
LOC107987121,7,0,0,3
TEX48,2,0,0,0
LOC105376231,1,1,1,1
TNFSF15,24,28,1,1
TNFSF8,0,0,0,2
TNC,2794,2804,6451,6730
LOC124902256,22,21,29,15
LOC124902255,2,0,3,2
LOC101928748,1,0,2,0
DELEC1,42,47,133,113
LOC124902257,2,4,6,3
LOC105376233,50,42,25,14
LOC105376232,15,4,9,3
LOC105376235,10,3,0,1
LOC101928775,4,0,0,0
LOC105376234,0,0,0,0
LINC00474,0,0,0,0
LOC124902258,1,1,0,0
LOC105376236,0,1,0,0
PAPPA,132,102,78,217
PAPPA-AS2,10,6,2,3
PAPPA-AS1,0,0,0,0
ASTN2,606,497,248,324
ASTN2-AS1,11,3,5,6
LOC107987014,3,0,2,1
LOC105376240,0,2,0,0
TRIM32,987,876,1036,1260
LOC105376239,6,5,24,22
LOC105376238,1,0,8,3
SNORA70C,1,0,0,0
LOC105376237,0,0,0,1
LOC105376242,0,0,0,0
LOC124902330,0,0,0,0
LOC101928797,0,0,0,0
TLR4,9,7,0,0
LOC105376244,1,1,0,0
LOC105376243,0,0,0,0
LOC105376246,0,0,0,0
LOC105376247,0,0,0,0
LOC105376248,0,0,7,6
LOC105376249,0,0,0,0
LOC102724929,0,0,0,0
LINC02578,0,0,0,0
LOC101928849,3,3,2,1
BRINP1,2196,2515,176,272
LOC105376250,0,1,1,1
LOC107987122,1,1,0,1
LINC01613,0,0,0,0
LOC107987123,0,0,0,1
LOC124902259,0,0,0,0
LOC124902260,0,0,0,0
MIR147A,0,0,0,0
LOC105376253,1,1,4,2
CDK5RAP2,2143,2112,2408,2646
MEGF9,172,184,92,112
FBXW2,3773,3808,2180,2674
B3GALT9,184,368,220,200
PSMD5,1592,2070,1200,1488
CUTALP,329,393,450,662
PHF19,493,636,425,475
TRAF1,51,57,106,146
C5-OT1,0,1,0,0
C5,12,14,66,78
LOC124902261,0,1,0,1
CNTRL,1217,1158,1347,1466
RAB14,989,1021,1211,1574
GSN,1759,1214,4060,6385
GSN-AS1,14,15,34,28
STOM,1113,1145,439,729
LOC102723324,29,33,5,3
GGTA1,2,1,5,3
LOC107987016,2,0,2,0
DAB2IP,2521,2416,2115,2704
LOC105376257,20,11,8,10
LOC107987125,0,0,0,0
TTLL11,34,29,17,26
LOC124902262,1,0,1,1
LOC124902263,0,0,0,0
MIR4478,0,1,0,0
NDUFA8,1176,1349,851,973
MORN5,0,0,2,6
LHX6,61,31,19,15
RBM18,555,613,476,740
MRRF,1281,1163,790,964
PTGS1,129,38,132,305
LOC124902264,0,0,0,0
OR1J2,0,0,0,1
OR1J1,0,0,0,0
OR1J4,0,0,0,0
OR1N1,0,0,0,0
OR1L8,1,0,3,1
OR1N2,0,0,0,0
LOC124902265,0,0,0,0
OR1Q1,1,0,0,0
OR1B1,1,0,1,2
OR1L1,0,0,0,1
OR1L3,0,0,1,0
OR1L4,1,0,0,0
OR1L6,0,0,1,1
OR5C1,1,0,0,0
OR1K1,0,0,3,2
PDCL,888,920,736,971
RC3H2,3168,3183,3080,3866
SNORD90,2,0,0,1
ZBTB6,644,674,509,620
ZBTB26,383,380,341,473
RABGAP1,1710,1576,1379,1655
LOC105379839,11,5,8,13
GPR21,70,48,67,58
STRBP,7253,6429,3772,3655
MIR600HG,0,0,0,0
MIR600,0,0,0,0
LOC105376265,0,0,0,0
LOC124902266,3,3,0,0
CRB2,106,131,74,152
DENND1A,1772,1358,1095,1716
MIR601,0,2,1,0
MIR7150,1,1,0,1
LOC105376266,94,48,51,41
LOC105376267,0,0,0,0
LHX2-AS1,0,0,0,0
LHX2,1,8,5,9
LOC107987037,0,1,0,0
NEK6,1009,833,566,559
LOC613206,14,5,2,3
LOC124902268,11,10,4,2
PSMB7,1867,2379,1574,2031
LOC100129034,635,459,390,353
LOC124902267,119,74,102,77
LOC105376270,33,48,12,6
ADGRD2,18,19,6,6
NR5A1,14,9,1,3
NR6A1,22143,17497,12762,15131
MIR181A2HG,13,5,7,5
MIR181A2,10,4,4,2
MIR181B2,6,1,3,1
LOC124902269,329,108,187,115
LOC124900274,416,149,261,208
LOC107987126,12,27,13,29
OLFML2A,662,614,1954,3050
WDR38,36,45,36,73
RPL35,19438,20240,14517,15832
ARPC5L,1275,1842,627,709
GOLGA1,404,384,391,434
SCAI,1146,937,731,854
PPP6C,3171,3515,2477,3198
LOC105376271,2,5,6,6
RABEPK,848,1343,394,390
HSPA5,10335,10270,8948,9825
GAPVD1,3352,3394,2867,2941
LOC101929014,2,7,3,2
LOC112268055,5,4,4,4
MAPKAP1,5009,5448,2031,2137
LOC124902270,19,13,9,4
LOC105376272,51,34,28,13
PBX3-DT,0,2,5,1
PBX3,1124,1121,1012,1152
LOC124902271,81,27,49,42
LOC105376273,0,0,0,0
LOC105376274,2,0,1,0
LOC105376275,0,0,0,0
LOC101929116,0,0,0,0
MVB12B,462,521,557,701
NRON,2,2,12,2
LOC105376276,1,2,25,8
LOC124902272,0,0,1,3
LMX1B-DT,1,0,8,25
LMX1B,2,5,357,521
LOC107987129,1,2,8,6
ZBTB43,1052,1097,595,813
ZBTB34,1896,1879,1110,1385
RALGPS1,1088,862,345,268
LOC105376279,5,9,4,1
ANGPTL2,640,773,515,578
LOC105376278,15,9,6,0
LOC124902273,0,0,1,1
GARNL3,401,257,230,259
LOC124902274,5,5,2,3
LOC124902275,46,33,27,21
SLC2A8,596,803,577,693
ZNF79,469,475,267,307
RPL12,33220,28189,30192,34949
SNORA65,75,92,24,41
LRSAM1,851,919,538,565
NIBAN2,4241,5150,2854,3345
LOC105376281,38,17,7,16
LOC124902276,4,4,7,6
LOC124902277,2,1,0,1
STXBP1,715,528,369,414
MIR3911,1,0,1,0
PTRH1,10,11,3,4
CFAP157,40,79,32,50
TTC16,3,6,3,9
TOR2A,301,338,156,197
SH2D3C,114,109,64,62
LOC107987132,8,4,3,3
MIR3960,3,3,1,1
MIR2861,0,0,0,1
CDK9,1656,1479,920,1250
FPGS,1502,1980,962,1215
ENG,172,144,84,124
LOC102723566,45,36,35,29
LOC105379841,1,0,0,0
LOC124902278,0,0,0,0
LOC124902279,0,1,0,3
AK1,3,3,1,1
ST6GALNAC4-ST6GALNAC6-AK1,2,1,1,0
MIR4672,0,0,0,2
ST6GALNAC6,1,1,1,3
ST6GALNAC4,260,263,133,198
PIP5KL1,330,303,177,322
DPM2,678,902,540,686
LOC124902280,7,5,2,9
EEIG1,977,1361,269,427
NAIF1,294,345,207,278
SLC25A25,912,1157,535,656
SLC25A25-AS1,93,103,88,71
PTGES2,1984,2644,1010,1135
PTGES2-AS1,9,15,11,14
LCN2,21,26,7,5
BBLN,1190,1277,844,984
CIZ1,2019,2233,2286,3101
DNM1,919,700,578,680
MIR199B,3,2,0,1
MIR3154,0,0,0,0
GOLGA2,1916,1658,2126,2902
SWI5,478,598,331,475
TRUB2,941,1578,793,1089
LOC105376286,32,37,14,33
COQ4,511,780,672,856
TRR-TCT3-1,26,21,16,9
SLC27A4,752,1479,361,336
URM1,952,1431,1127,1564
MIR219A2,0,0,0,0
MIR219B,0,0,0,0
CERCAM,171,170,527,695
ODF2,933,755,1451,1864
ODF2-AS1,3,2,4,7
LOC124902281,3,2,3,4
GLE1,1234,1407,1146,1417
LOC101929270,20,9,22,34
SPTAN1,13260,11658,8935,9136
DYNC2I2,1092,1670,1146,1290
SET,49624,57472,31592,42919
PKN3,782,900,785,1044
ZDHHC12,640,682,777,1052
ZDHHC12-DT,69,50,35,71
ZER1,1591,1472,1277,1705
LOC124902340,0,0,0,1
LOC124902282,1,1,1,1
TBC1D13,860,1216,882,1239
ENDOG,185,167,109,132
KYAT1-SPOUT1,3,2,2,0
SPOUT1,0,0,0,0
KYAT1,68,50,41,37
LRRC8A,4498,6744,3641,4764
LOC101929291,70,102,65,93
PHYHD1,161,205,348,455
DOLK,470,740,358,428
NUP188,4978,5482,3463,3696
LOC101929314,43,59,19,31
SH3GLB2,1137,1436,1052,1424
MIGA2,999,1178,613,746
DOLPP1,1004,1288,969,1165
CRAT,381,270,654,959
PTPA,4446,5145,3734,4899
IER5L,88,64,486,435
LOC105376289,108,88,91,109
IER5L-AS1,10,5,13,21
LINC02975,3,7,3,6
LOC107987133,2,0,1,1
LINC02913,3,2,2,4
LINC01503,43,77,24,18
LOC107987038,0,0,0,0
LOC105376291,2,2,6,5
LOC124902283,0,1,1,2
LINC00963,17,19,18,11
LOC124900275,52,47,71,74
LOC105376292,1,1,1,0
NTMT1,599,796,258,289
C9orf50,6,0,8,8
ASB6,725,992,544,678
PRRX2,100,107,41,59
PRRX2-AS1,0,1,0,0
LOC124902284,0,0,0,1
PTGES,133,135,76,77
TOR1B,659,903,565,777
TOR1A,1087,1422,914,1115
C9orf78,1269,1765,764,923
USP20,615,693,404,504
MIR6855,1,1,0,1
FNBP1,1368,1263,1246,1693
GPR107,2883,2618,3132,4514
GPRACR,5,0,4,4
NCS1,2301,3039,1411,1546
MIR12126,1,1,0,0
LOC124902285,28,33,15,12
HMCN2,437,413,236,212
LOC107987134,14,14,17,5
ASS1,1905,2262,1921,2139
LOC124902349,0,2,1,3
LOC100272217,42,53,38,56
FUBP3,2809,3025,2361,2863
LOC124902286,116,115,101,84
MIR6856,1,1,0,0
PRDM12,5,3,0,0
EXOSC2,2333,3166,1905,2522
ABL1,5178,5969,3807,4664
LOC128092248,0,0,0,0
LOC124902288,3,3,1,2
LOC124902287,12,9,15,19
QRFP,23,17,9,8
FIBCD1,152,160,150,183
FIBCD1-AS1,0,0,1,0
LAMC3,1352,1375,1305,1628
LOC124902289,4,2,1,0
AIF1L,6112,8158,3229,4201
NUP214,1917,1896,1530,1579
FAM78A,163,184,88,103
PLPP7,153,124,192,274
LOC105376299,2,2,5,2
LOC105376300,0,0,0,0
PRRC2B,12672,10095,8644,10482
SNORD62A,10,12,4,3
SNORD62B,19,16,12,11
POMT1,757,792,1421,2144
LOC105376301,23,23,23,29
UCK1,1076,1348,1210,1547
PRRT1B,98,107,908,976
RAPGEF1,3132,3055,1846,2291
MED27,735,911,484,478
LOC105376302,0,0,0,0
LOC124902291,0,0,0,3
NTNG2,29,16,476,420
SETX,5580,6269,4004,4377
LOC124902292,0,0,0,2
TTF1,1073,1260,718,941
CFAP77,24,8,23,16
LOC105376304,2,1,3,0
LOC124902293,2,0,1,1
BARHL1,4,2,3,2
