	sample1	sample4	sample2	sample3
LINC02487	2	6	32	20
LOC107986547	0	0	0	0
LINC01558	2	0	1	0
LOC441179	1	0	0	1
AFDN-DT	35	24	104	81
AFDN	8045	8281	11786	10127
LOC107986673	18	12	48	57
HGC6.3	15	8	35	12
KIF25-AS1	32	43	74	32
KIF25	29	22	87	76
LOC105378135	0	0	1	1
FRMD1	65	27	7	11
LOC107986548	2	3	0	0
LOC105378137	0	0	0	0
LOC124901501	0	0	0	1
LOC101929420	0	0	0	1
DACT2	75	110	24	3
LOC105378139	0	0	0	0
LOC107986549	0	0	0	0
LOC105378140	0	0	0	0
LOC105378141	0	0	0	0
SMOC2	31	33	17	5
LOC124901466	4	0	1	0
LOC124901467	0	0	0	0
LOC124901468	0	0	0	0
LOC105378142	5	6	0	1
LOC105378143	5	9	0	0
LOC107986550	0	0	0	0
LOC105378144	6	4	1	0
LOC105378146	0	0	0	0
LOC105378145	1	0	0	0
LOC101929460	0	0	0	0
LOC102724357	0	0	0	0
LOC124901469	2	0	0	0
LINC01615	0	0	0	0
LINC02544	0	0	0	0
THBS2-AS1	5	7	3	7
THBS2	3474	3365	10	12
LOC124901470	13	1	0	0
LOC105378148	0	0	0	0
LINC02519	1	3	10	12
LOC124901472	1	1	0	2
LOC124901473	1	2	2	0
WDR27	1651	1306	2099	2654
LOC124901471	10	13	12	21
C6orf120	1477	1746	2225	1788
PHF10	854	616	861	707
DYNLT2	120	161	172	176
ERMARD	383	378	731	560
LINC00242	16	13	13	7
LINC00574	5	6	15	12
LOC105378149	0	0	2	1
LOC107986674	10	4	2	4
LOC107986675	8	10	100	107
LOC100131532	20	5	131	108
LOC105378150	1	1	0	2
LOC101929614	0	3	0	1
LOC105378153	1	3	1	1
LOC102724511	0	0	0	0
LOC154449	0	0	0	0
LOC285804	0	0	1	0
LINC01624	0	2	3	0
DLL1	126	125	526	309
FAM120B	686	572	1537	1442
MIR4644	0	0	3	5
LOC124901474	64	38	213	369
LOC124901475	18	16	69	123
LOC107986676	0	0	9	7
LOC124901477	0	0	0	0
LOC124901235	2	0	1	0
LOC124901476	0	0	0	0
LOC105378157	2	1	1	0
PSMB1	5781	7470	6007	4119
TBP	776	871	933	813
PDCD2	2889	3957	2404	1920
LOC101929692	0	1	1	0
LOC102723872	1	2	1	0
LOC105375112	2	11	3	0
LOC105375113	46	79	0	1
LOC101929756	7	17	1	1
LOC105375114	3	4	0	0
LINC03015	38	37	56	30
LINC03014	11	13	9	10
LOC105375116	2	0	1	0
LOC105375115	0	0	0	0
LOC124901806	5	1	1	0
LOC124901808	47	80	11	8
FAM20C	1524	1954	450	239
LOC124901807	3	8	2	2
FOXL3	0	0	0	0
FOXL3-OT1	0	0	0	0
LOC105375118	0	0	1	1
LOC124901809	0	0	0	0
LOC442497	22	26	95	70
LOC116435278	0	0	0	0
LOC112267991	0	0	1	1
LOC124901566	0	0	0	1
PDGFA	1995	1990	240	228
PDGFA-DT	51	48	40	41
PRKAR1B	920	1444	1247	1010
PRKAR1B-AS2	4	2	1	0
PRKAR1B-AS1	1	5	3	1
LOC105375119	3	1	2	1
DNAAF5	3119	3368	2087	1372
LOC124901567	5	6	6	2
SUN1	7152	4006	4753	4279
LOC124901568	59	30	27	31
GET4	1537	1886	1395	1202
ADAP1	320	369	64	48
LOC124901569	0	3	3	0
COX19	479	593	822	596
C7orf50	1501	1903	2384	1631
LOC124901571	10	2	12	17
CYP2W1	15	5	45	40
LOC124901570	2	2	11	6
MIR339	1	2	11	1
GPR146	201	111	171	185
LOC105375120	17	5	20	20
GPER1	32	24	124	80
LOC102723758	112	51	124	154
ZFAND2A	82	142	273	200
ZFAND2A-DT	89	82	173	127
UNCX	0	0	27	21
MICALL2	340	292	661	503
MICALL2-DT	4	8	18	21
INTS1	7618	8350	9189	7272
LOC124901572	1	2	0	0
MAFK	443	666	276	212
LOC100128653	42	54	56	44
TMEM184A	69	107	153	140
PSMG3	877	1191	1030	898
PSMG3-AS1	67	78	125	99
LOC105375123	2	1	17	17
TFAMP1	3	3	11	12
LOC105375303	0	0	0	0
ELFN1	262	180	1892	1337
LNCRI	3	0	21	19
LOC124901819	3	1	7	16
LOC105375124	2	0	37	39
ELFN1-AS1	0	0	15	12
MAD1L1	1036	1270	1521	1174
LOC100127955	5	1	2	8
MIR4655	0	0	0	1
LOC124901573	3	2	5	6
SNORA114	1	2	3	0
LOC105375127	26	20	47	73
LOC105375126	8	1	9	14
MRM2	1103	1466	1449	1098
NUDT1	1031	1156	868	545
SNX8	1201	1171	1178	919
MIR6836	1	0	0	1
EIF3B	16528	18136	10439	8447
CHST12	552	645	715	555
GRIFIN	4	0	1	3
LOC107986759	0	0	8	0
LFNG	738	941	2344	1094
MIR4648	0	3	5	1
BRAT1	2211	2887	2534	1941
IQCE	243	355	734	507
LOC107986760	10	8	7	5
TTYH3	7287	5922	5883	4538
AMZ1	653	393	447	521
GNA12	1750	1439	1341	1164
CARD11	1714	1784	241	167
CARD11-AS1	0	1	0	0
LOC105375130	0	0	2	0
LOC100129603	1	1	1	0
LOC124901574	7	6	2	1
LOC124901575	0	0	1	0
SDK1-AS1	241	104	375	640
SDK1	576	346	1912	1514
LOC124901577	111	49	182	328
LOC124901576	3	4	4	2
LOC105375131	9	3	11	6
LOC124901578	0	0	0	0
LOC124901579	0	0	0	0
LOC105375133	0	0	0	0
LOC124901580	1	1	2	1
FOXK1	920	702	4408	3802
LOC124901581	6	3	48	42
AP5Z1	477	750	945	673
MIR4656	3	3	7	8
RADIL	209	174	1404	1080
SNORD165	0	0	0	2
PAPOLB	9	7	44	71
MMD2	4	0	1	2
RNF216P1	596	753	950	762
RBAK-RBAKDN	0	0	0	0
RBAK	2020	1635	2150	1898
RBAKDN	0	0	1	0
ZNF890P	5	2	5	2
WIPI2	2569	3469	4075	3056
SLC29A4	343	237	1003	804
TNRC18	612	890	8045	6326
LINC02983	47	61	223	169
FBXL18	1436	1780	1059	885
LOC124901847	3	3	2	2
MIR589	10	18	12	8
LOC221946	204	148	460	254
ACTB	123169	143022	163474	113879
FSCN1	20576	25507	21545	14744
RNF216	2223	2344	3390	2728
RNF216-IT1	6	1	5	10
MIR6874	0	2	1	0
ZNF815P	62	104	137	81
OCM	2	1	0	2
CCZ1	829	888	744	569
RSPH10B	3	2	4	2
PMS2	537	757	1179	804
AIMP2	665	1061	603	506
SNORA80D	47	34	31	43
EIF2AK1	3874	3929	4011	3123
ANKRD61	69	75	86	117
USP42	890	952	1501	1333
CYTH3	835	866	967	762
FAM220A	0	0	0	0
SAGSIN1	0	0	0	0
RAC1	7209	6558	6295	4697
DAGLB	760	914	936	749
KDELR2	3184	3425	5445	4935
GRID2IP	110	83	186	187
LOC101927325	6	12	17	14
ZDHHC4	908	1048	2254	1610
LOC124901582	13	16	23	31
INTS15	588	772	1010	804
ZNF853	343	302	744	656
ZNF316	670	814	2129	1560
LOC124901583	8	12	46	49
ZNF12	2349	2128	3346	2921
SPDYE20P	0	0	1	4
PMS2CL	270	203	322	260
RSPH10B2	41	41	60	40
CCZ1B	313	313	317	224
LOC112267992	4	5	58	71
LOC107986763	4	3	25	26
LOC105375138	3	1	221	315
LOC124901585	3	1	6	12
MIR3683	0	0	0	2
LOC100131257	3	1	52	98
LOC124901584	0	0	3	1
C1GALT1	4808	3968	9088	9137
LINC03016	8	4	17	17
LOC107986764	1	2	0	2
COL28A1	21	18	34	42
MIOS-DT	12	22	33	45
MIOS	2329	2767	3197	2652
RPA3	1361	1572	1693	1170
UMAD1	236	244	377	258
LOC105379719	1	3	4	0
LOC124901586	2	2	7	1
GLCCI1-DT	3	5	10	5
GLCCI1	521	458	937	959
LOC105375142	3	1	7	13
ICA1	726	848	934	871
LOC124901587	0	1	4	9
ICA1-AS1	37	27	16	30
NXPH1	10	3	0	0
LOC105375144	0	1	0	0
PER3P1	1	0	2	3
LOC105375145	0	0	0	1
LOC105375148	2	2	36	27
LOC105375147	0	0	1	3
LOC105375146	0	0	0	0
LOC105375149	0	0	0	0
LOC105375150	0	0	0	0
LOC124901860	0	0	0	0
MGC4859	31	39	13	19
LOC124901588	0	0	0	0
LOC107986766	0	0	0	0
LOC124900231	0	0	0	0
LOC100131472	0	0	0	0
NDUFA4	5918	6880	6677	4584
LOC107986767	16	9	5	6
PHF14	2718	3452	2618	2262
LOC124901590	1	0	2	9
THSD7A	61	65	320	408
LOC105375151	0	0	2	1
LOC124901589	1	0	2	1
TMEM106B	1616	1291	2969	2818
VWDE	2258	1726	1722	1783
LOC105375154	3	1	1	2
LOC105375155	0	0	0	0
LOC105375156	3	9	15	4
LOC102725191	3	4	4	4
LOC107986768	1	1	2	2
SCIN	7	20	2	2
LOC105375157	0	0	0	0
ARL4A	639	875	348	273
LOC124900237	0	1	0	0
LOC105375158	0	0	1	0
LOC107986770	0	0	2	8
LOC105375161	63	22	79	296
ETV1	3553	3981	2116	1726
LOC105375162	0	0	0	1
DGKB	16	16	818	757
LOC105375164	1	1	10	31
AGMO	6	8	58	61
LOC124901592	0	0	1	3
LOC124901591	0	0	0	0
MEOX2	7	3	23	39
LOC105375166	0	0	1	0
LINC02587	1	6	1	0
LOC101927558	0	0	1	1
LOC105375167	0	0	2	3
CRPPA	40	49	374	394
CRPPA-AS1	1	1	16	34
LOC105375168	4	6	26	14
SOSTDC1	5	9	9	5
LRRC72	0	0	0	0
ANKMY2	423	439	2728	2226
LOC105375169	5	2	14	28
BZW2	4175	4477	5498	4300
TSPAN13	987	1237	915	793
LOC124901593	2	1	2	11
AGR2	3	1	7	6
AGR3	0	0	0	0
LOC124901594	0	1	0	4
LOC105375170	0	1	0	1
LOC124901595	0	0	2	3
LOC124901596	0	0	0	0
LOC107986772	0	0	2	1
LOC101927609	0	1	2	1
AHR	705	733	359	376
LOC105375171	0	0	0	0
LINC02888	0	1	0	0
LOC105375172	14	30	0	1
LINC02889	0	0	0	0
SNX13	1907	1655	2483	2216
PRPS1L1	0	0	0	0
HDAC9	404	340	83	121
MIR1302-6	0	0	0	0
LOC124901598	0	0	0	0
HDAC9-AS1	0	0	0	0
LOC124901597	1	0	20	36
TWIST1	14	15	772	681
FERD3L	0	0	2	1
LOC107986773	2	7	41	30
LOC105375179	1	0	17	15
LOC105375180	0	1	10	11
POLR1F	1745	2198	2129	2060
MIR3146	0	1	4	5
TMEM196	7	5	1	8
LOC107986774	7	9	15	19
LOC105379720	33	16	3	1
LOC101927668	551	872	18	24
LOC105375181	27	35	2	7
MACC1	2740	2703	895	850
MACC1-AS1	41	31	4	4
GIRGL	133	152	47	45
LOC101927769	0	0	0	0
ITGB8-AS1	21	19	28	27
ITGB8	495	396	2317	3231
LOC124900239	0	0	1	4
ABCB5	3	2	0	2
SP8	797	638	51	12
RPL23P8	29	29	26	19
LINC01162	28	30	4	10
SP4	2334	2156	1971	1832
MIR1183	0	2	0	3
DNAH11	416	322	64	170
LOC105375183	1	0	0	0
LOC124901599	3	0	1	1
LOC107986775	1	2	1	2
CDCA7L	3893	4404	1963	2305
RAPGEF5	728	611	1497	1418
STEAP1B	188	255	654	615
STEAP1B-AS1	69	92	314	314
LOC401312	26	40	81	120
IL6-AS1	9	11	20	9
IL6	16	24	46	53
TOMM7	4533	5133	3894	3092
LOC112267993	5	8	11	14
SNHG26	161	213	143	111
SNORD93	11	21	14	10
LOC107986776	3	1	2	3
LOC124901600	0	0	1	1
HYCC1	4520	4886	7122	6357
LOC105375185	0	0	0	1
LOC105375186	0	0	0	1
KLHL7-DT	35	46	119	77
KLHL7	2503	3394	2335	1966
NUP42	651	865	969	830
LOC101927890	0	0	0	0
GPNMB	48	46	8	10
MALSU1	948	1374	893	717
IGF2BP3	6067	6497	6775	5697
SNORD65C	3	3	3	5
RPS2P32	17	10	19	19
TRA2A	1506	1790	2000	1945
CLK2P1	6	3	3	3
LOC105375187	3	0	1	0
CCDC126	84	99	356	317
FAM221A	454	418	277	187
STK31	8	11	30	24
LOC124901835	0	0	0	0
LOC105375188	0	0	0	0
LOC107986777	36	43	32	31
LOC124901831	0	0	0	0
NPY	20	33	1452	1067
LOC124901601	0	0	0	0
PALS2	2411	2413	3391	2936
GSDME	175	219	697	635
LOC124901820	5	3	5	11
OSBPL3	696	895	895	708
CYCS	6139	7179	3326	3308
C7orf31	50	47	196	141
LOC124901603	0	0	0	0
LOC124901602	2	0	3	1
LOC105375191	0	0	0	0
NPVF	0	0	0	0
LOC124901858	0	0	0	0
LOC105375193	0	0	0	0
LOC105375195	0	0	0	0
LOC105375194	0	0	0	0
LOC124901604	0	0	0	0
LOC105375196	0	0	0	0
LINC03007	2	0	12	19
LOC100506236	0	0	0	0
LOC105375199	0	0	2	0
LOC105375200	5	1	7	13
MIR148A	3	1	3	4
LOC105375198	5	16	6	19
NFE2L3	7518	7514	1396	1356
HNRNPA2B1	32715	26899	24210	21962
CBX3	7242	8999	11529	10069
SNX10	525	430	380	331
SNX10-AS1	5	8	13	12
LINC02981	30	19	116	116
LOC105375202	7	0	30	26
KIAA0087	0	0	1	3
LOC124901605	0	0	0	0
LINC03095	0	1	1	1
LOC101928077	1	0	0	0
LINC02860	1	0	1	1
SKAP2	152	193	154	89
LOC124901606	0	0	0	0
HOXA1	6	22	4	0
HOTAIRM1	26	26	6	0
HOXA2	0	0	2	1
HOXA3	1	1	0	0
HOXA-AS2	0	0	0	0
HOXA4	0	0	0	0
HOXA-AS3	0	0	0	0
HOXA5	0	1	0	0
HOXA6	0	0	0	0
HOXA7	0	0	0	0
HOXA10-HOXA9	0	0	0	0
HOXA9	0	0	0	0
HOXA10-AS	0	0	0	0
MIR196B	0	0	0	0
HOXA10	0	0	0	0
HOXA11	0	0	0	0
HOXA11-AS	0	1	0	0
HOXA13	1	1	26	36
HOTTIP	0	0	1	0
EVX1-AS	1	0	74	115
EVX1	0	7	267	197
LOC107986733	0	0	0	0
LOC105375206	0	0	0	0
LOC105375207	0	1	2	0
HIBADH	1511	1446	3262	3030
LOC107986699	37	11	74	155
TSL	26	26	102	136
LOC105375211	15	3	21	26
TAX1BP1-AS1	11	8	22	17
TAX1BP1	3404	3651	4978	4028
JAZF1	335	407	242	182
LOC105375208	5	1	4	2
JAZF1-AS1	4	0	1	0
CREB5	82	57	119	197
TRIL	176	272	398	250
CPVL-AS2	4	4	5	8
CPVL	1990	2110	2003	1203
CPVL-AS1	3	1	1	2
LOC128966558	3	5	1	2
CHN2	98	103	141	100
CHN2-AS1	8	4	6	11
PRR15-DT	87	84	51	69
PRR15	272	292	87	66
LOC646762	283	281	825	869
MIR550A3	0	0	8	8
ZNRF2P2	0	0	0	0
DPY19L2P3	19	1	10	21
WIPF3	558	625	517	486
LOC124901827	3	1	3	4
SCRN1	7476	8762	9028	6681
FKBP14-AS1	18	23	33	26
FKBP14	1312	1196	1031	848
PLEKHA8	4836	5036	4597	4551
LOC105375216	6	2	4	5
MTURN	352	422	1121	918
LOC105375217	18	7	28	37
LOC124901607	29	14	60	99
LOC105375218	2	2	9	12
ZNRF2	802	885	1147	908
MIR550B1	0	0	0	0
MIR550A1	0	0	0	0
DKFZP586I1420	233	278	693	674
LINC01176	9	9	9	8
NOD1	261	333	2200	1669
GGCT	2723	3370	2360	1754
GARS1-DT	193	106	529	531
GARS1	9653	11191	4467	3853
LOC124901609	27	17	66	85
CRHR2	27	21	47	61
LOC124901608	15	7	19	20
LOC105375220	6	0	37	22
LOC105375219	4	3	10	13
INMT-MINDY4	0	0	0	2
INMT	15	3	150	108
MINDY4	1	1	5	4
AQP1	4	1	32	25
GHRHR	0	0	1	0
LOC105375222	213	320	16	6
LOC105375221	11	19	1	3
ADCYAP1R1	1319	1422	575	514
LOC107986781	2	0	1	0
LOC107986782	0	1	0	1
NEUROD6	0	0	0	0
LOC105375224	0	0	0	0
ITPRID1	87	118	316	358
PDE1C	19	21	146	170
PPP1R17	100	206	8	4
LOC100130673	21	40	61	38
LSM5	1421	1667	1690	1426
AVL9	3185	2683	3117	2678
DPY19L1P1	57	54	152	179
ZNRF2P1	133	123	265	250
MIR550A2	0	0	0	0
MIR550B2	0	0	0	0
LINC00997	109	113	164	251
DPY19L1P2	12	11	18	15
KBTBD2	2172	2042	3697	3076
RP9P	16	10	150	109
FKBP9	568	540	4158	2974
NT5C3A	506	704	608	498
LOC124901610	1	3	14	9
RP9	92	124	257	199
BBS9	3110	3455	2607	2114
LOC124901611	315	167	230	448
FLJ20712	13	9	15	20
LOC124901612	20	18	88	77
LOC124901613	24	24	28	23
BMPER	87	33	23706	17032
NPSR1-AS1	3	3	22	72
NPSR1	2	1	6	15
DPY19L1	991	1050	3853	3456
MIR548N	0	0	5	7
LOC102724723	2	5	26	23
LOC105375228	6	9	32	39
DPY19L2P1	14	17	50	66
TBX20	4	6	3437	2937
LOC401324	0	0	2	0
LOC105375230	0	0	0	0
LOC124901614	0	0	0	0
LOC101928421	44	49	160	143
HERPUD2	727	770	1792	1336
HERPUD2-AS1	129	184	387	275
LINC03013	0	0	0	1
LOC124901615	0	0	8	7
SEPTIN7-DT	10	14	51	46
SEPTIN7	4927	4991	8816	5925
LOC107986734	0	0	0	0
LOC105375233	0	0	0	0
LOC124901616	0	0	0	0
LOC124901617	0	0	0	0
LOC101928618	0	0	0	0
EEPD1	383	387	440	317
MATCAP2	82	92	595	665
ANLN	5650	6640	8690	6813
AOAH	9	5	25	52
AOAH-IT1	0	0	0	5
ELMO1	324	284	2735	3202
LOC105375235	11	8	90	188
MIR1200	0	0	0	4
ELMO1-AS1	2	0	6	20
LOC124901833	0	0	2	7
GPR141	19	11	235	465
NME8	7	5	159	195
SFRP4	2	0	2	3
EPDR1	293	491	341	211
LOC105375236	2	8	3	3
STARD3NL	1336	1703	2329	1563
TARP	9	14	0	0
TRG-AS1	84	106	105	64
AMPH	178	164	148	100
FAM183BP	0	0	0	0
VPS41	1843	2243	4514	3486
POU6F2	51	40	378	323
POU6F2-AS2	16	28	57	51
LOC105375239	0	0	5	11
SNORA20B	0	0	0	1
POU6F2-AS1	0	0	2	3
LOC105375238	0	0	2	2
LOC105375237	0	1	4	4
YAE1-DT	2	9	12	10
YAE1	355	563	529	413
LOC107986785	14	17	46	51
RALA	2689	2238	2021	2168
LINC00265	192	133	125	109
LOC101928688	0	0	0	1
CDK13-DT	19	24	71	38
CDK13	3838	3853	4923	4129
MPLKIP	927	915	917	812
SUGCT	127	108	185	179
LOC105375245	1	0	0	0
SUGCT-AS1	4	4	1	6
LOC105375244	4	0	6	8
LOC105375243	13	11	24	14
LOC112267984	0	0	4	16
LOC105375242	1	0	1	2
LINC01450	1	0	2	3
LINC01449	0	1	1	1
LOC105375241	0	0	0	2
LOC105375246	0	0	0	0
LOC107986787	0	0	0	0
LOC105379725	0	0	0	0
LOC105375247	0	0	0	0
LOC107986789	0	1	0	0
INHBA	2	7	11	9
INHBA-AS1	0	0	0	1
LOC124901618	1	0	0	0
GLI3	739	552	1384	973
LOC105375249	1	0	0	0
LOC105375250	0	0	0	0
LOC105375251	0	0	0	0
LINC01448	0	0	0	0
LOC107986735	2	0	0	0
C7orf25	290	390	364	326
PSMA2	7494	9035	6124	4093
MRPL32	1705	2197	1170	921
LOC105375253	0	0	2	4
LOC107986790	1	1	0	1
HECW1	147	216	28	22
HECW1-IT1	5	9	0	1
MIR3943	0	1	0	0
LOC124901619	0	0	0	0
LOC102724903	2	0	0	0
LUARIS	13	17	2	1
STK17A	397	560	590	487
COA1	2647	3089	3224	2983
BLVRA	627	726	987	648
URGCP-MRPS24	0	0	0	0
MRPS24	2	5	2	0
LOC124901620	3	3	9	16
URGCP	633	782	952	719
UBE2D4	68	67	193	169
POLR2J4	139	118	336	325
SPDYE1	52	25	55	81
RASA4CP	12	15	68	45
LINC00957	13	7	23	11
DBNL	1178	1912	2905	2290
MIR6837	3	1	6	2
PGAM2	0	0	0	0
POLM	487	456	701	503
MIR6838	0	0	0	0
AEBP1	1880	1752	5423	3998
MIR4649	0	1	0	0
POLD2	3828	4250	3687	2728
MYL7	43	80	5747	3916
GCK	79	98	327	178
LOC105375258	0	0	1	0
LOC105375257	0	0	0	0
YKT6	3247	4061	3123	2467
CAMK2B	7	7	30	15
LOC124901621	0	0	0	0
NUDCD3	2625	2845	3703	2832
NPC1L1	14	8	64	52
DDX56	1815	2335	1943	1636
TMED4	2221	2187	4994	4022
OGDH	4347	5989	5678	4271
LOC124901622	0	0	0	0
ZMIZ2	1973	1952	1529	1392
LOC105375259	22	22	24	18
PPIA	28213	31929	22688	15286
H2AZ2	3429	4431	8480	6719
H2AZ2-DT	6	12	16	11
PURB	1535	1500	2758	3079
MIR4657	0	0	0	0
LOC105375262	0	0	0	0
MYO1G	23	19	26	26
SNHG15	1129	1237	872	838
SNORA9	124	100	106	128
LOC102723334	74	59	88	66
CCM2	800	1036	1280	942
NACAD	83	119	203	133
TBRG4	3894	4846	2804	2301
SNORA5A	54	70	136	94
SNORA5C	149	198	419	328
SNORA5B	23	17	6	11
RAMP3	9	6	2	3
LOC124901623	5	7	6	2
LOC107986736	1	2	1	0
LOC124901624	0	1	0	0
ADCY1	2819	2377	1085	1029
SEPTIN7P2	333	401	589	562
GTF2IP13	21	25	36	27
LOC124901625	0	0	0	0
LOC730234	1	1	4	1
LOC112267918	5	4	5	4
CCDC201	0	0	0	0
IGFBP1	4	3	0	0
IGFBP3	77	114	1308	1392
LOC102723446	0	1	0	0
LOC105375264	0	0	0	0
LOC105375266	0	0	0	3
LOC730338	0	0	0	0
LOC124901626	0	0	2	0
LOC105375267	0	0	0	0
LOC105375268	0	0	1	7
LOC124901627	0	0	0	2
LOC124901628	2	1	7	3
TNS3	1660	2041	2337	2281
LOC124901629	35	20	46	82
SNORD151	1	1	1	0
LINC01447	10	1	4	2
LINC02902	0	0	1	0
LINC00525	0	0	1	1
PKD1L1	503	363	554	637
PKD1L1-AS1	0	0	1	1
HUS1	900	908	1009	779
LOC105375270	2	1	1	0
SUN3	2	3	2	1
C7orf57	16	19	4	4
UPP1	750	1248	331	306
LOC105375271	1	4	2	2
ABCA13	13	15	5	5
LOC105375272	0	0	0	0
LINC02838	0	0	0	0
CDC14C	4	3	4	3
LOC124901804	0	0	0	0
VWC2	20	12	4	5
ZPBP	1	1	0	0
LOC124901630	0	0	0	0
SPATA48	0	0	0	0
IKZF1	36	67	892	504
LOC124901631	0	2	1	1
FIGNL1	501	724	1676	1381
DDC	0	3	34	30
DDC-AS1	0	0	0	0
GRB10	3240	3780	2580	1716
LOC124901632	4	4	3	9
LOC124900241	0	0	0	0
COBL	2295	2043	482	274
LOC124901633	8	6	3	0
LOC107986794	0	0	0	0
LOC102723533	3	1	2	1
LOC105375277	0	0	0	0
LOC105375278	0	0	0	0
LOC124901634	1	0	0	3
LOC107986738	0	0	0	0
LOC124900240	0	0	0	0
LOC124901810	0	0	0	0
LOC107986796	0	0	0	0
LOC101928257	0	0	0	0
LOC124901805	0	0	0	0
POM121L12	0	0	0	0
LOC105375282	0	0	0	0
GS1-278J22.2	0	0	0	0
LINC01446	0	0	1	0
LINC02854	0	0	0	0
LINC01445	0	0	0	0
LOC124901829	0	0	0	0
VSTM2A	2	9	28	19
VSTM2A-OT1	0	1	0	0
LOC124901635	0	0	0	0
SEC61G	2500	2343	1752	1400
SEC61G-DT	5	0	6	3
LOC124901636	0	0	0	0
LOC105375284	2	1	2	0
EGFR	300	229	138	110
EGFR-AS1	0	0	14	12
ELDR	0	1	4	2
LANCL2	452	814	924	820
VOPP1	1621	2159	1307	1021
VOPP1-DT	0	4	1	5
FKBP9P1	8	9	18	17
LOC101060341	1	0	0	2
LOC102723656	0	2	1	1
SEPTIN14	0	0	1	1
ZNF713	179	167	442	353
MRPS17	831	1252	815	568
NIPSNAP2	1476	1251	1616	1228
PSPH	1731	2230	1494	941
CCT6A	13779	16414	12465	10323
SNORA22B	19	20	19	20
SNORA15	5	5	10	9
SUMF2	1454	1086	3166	2407
PHKG1	61	51	83	95
CHCHD2	2553	2971	3328	2420
NUPR2	1	0	0	0
LOC105375288	0	0	0	0
LOC107986800	1	0	4	2
LOC105375292	0	0	0	0
LOC101930109	0	0	0	1
LOC650226	0	1	0	0
LOC100240728	0	0	0	0
LOC124901640	0	0	0	0
DKFZp434L192	0	0	0	0
LOC101928401	0	0	0	0
LOC105375291	0	0	0	0
LOC102723684	0	0	0	0
LOC105375289	0	0	0	0
LOC401357	1	0	0	0
LOC124901637	0	0	0	0
LOC124901639	0	0	0	0
LOC124901638	0	0	0	0
LOC105375294	0	1	0	0
LOC105375295	0	0	0	0
LOC100130849	0	0	0	0
MIR4283-1	0	0	0	0
ZNF479	0	1	0	0
GUSBP10	0	0	0	0
LOC105375297	0	0	0	0
LOC105375298	0	0	0	0
LOC105375299	0	0	0	0
MIR3147HG	0	0	0	0
MIR3147	0	0	0	0
ZNF716	1	0	1	1
LOC105375300	0	0	0	0
LOC105375301	0	0	1	1
LOC105375302	0	0	0	0
LOC102723842	0	0	0	0
LOC124901826	0	0	0	0
ZNF733P	0	0	0	0
LOC102724738	1	0	0	0
LOC100287704	0	0	0	0
LINC03075	0	0	0	0
LOC101929050	0	0	0	0
LOC124901641	0	0	0	0
LOC100287834	1	0	0	0
MIR4283-2	0	0	0	0
LOC105375313	0	0	0	0
LOC105375314	0	0	0	0
LOC105375315	0	0	0	0
LOC124901649	0	0	0	0
LOC124901797	0	0	0	0
LOC124901645	0	0	0	0
LOC124901650	0	0	0	0
LOC124901798	0	0	0	0
LOC124901644	0	0	0	0
LOC124901647	0	0	0	0
LOC124901652	0	0	0	0
LOC124901648	0	0	0	0
LOC124901651	0	0	0	0
LOC124901646	0	0	0	0
LOC124901643	0	0	0	0
LOC124901799	0	0	0	0
LOC124901654	0	0	0	0
LOC124901653	0	0	0	0
LOC105375318	0	0	0	0
ZNF722	1	0	0	0
LINC01005	1	0	0	0
LOC105375317	0	0	0	0
ZNF727	1	1	0	2
LOC124901655	0	0	0	0
ZNF735	0	0	1	0
LOC105375319	0	0	0	0
ZNF679	1	0	0	0
LOC105375323	0	0	0	0
LOC105375322	19	5	20	14
ZNF736	889	833	1235	1418
LOC105375321	61	7	42	50
LOC105375324	3	0	1	0
YWHAEP1	19	15	10	20
LOC124901658	0	0	0	0
ZNF680	1503	1296	1180	1159
LOC124901657	10	1	3	2
LOC100128885	117	96	64	66
LOC641746	12	11	4	6
LOC124901656	3	0	11	7
LOC105375326	0	0	0	0
ZNF107	3383	3501	1794	1624
MIR6839	1	0	0	2
ZNF138	1478	1331	1214	1230
ZNF273	1231	1203	963	851
LOC441239	0	0	0	0
ZNF117	13	8	43	36
ERV3-1-ZNF117	0	0	0	0
ERV3-1	352	384	1639	1650
LOC105375330	2	1	2	0
LOC105375329	0	0	0	0
CCT6P3	72	79	132	117
LOC124901663	21	15	17	34
SNORA22C	5	5	3	8
SNORA15B-1	0	3	0	1
LOC124901662	2	0	2	0
INTS4P1	8	15	26	23
LOC124901661	5	5	22	7
LOC105375334	259	228	568	562
ZNF92	2215	2082	1707	1481
LOC124901660	0	0	0	0
LOC101929322	1	1	0	1
LINC03006	88	65	150	130
INTS4P2	9	5	17	22
CCT6P1	173	213	247	242
SNORA22	30	21	19	37
SNORA15B-2	1	0	1	2
LOC124901659	3	6	9	6
LOC84214	9	1	8	7
VKORC1L1	2216	2552	1969	1820
GUSB	906	809	1706	1515
LOC105375336	4	4	15	28
ASL	692	780	997	612
CRCP	966	1396	1485	1271
TPST1	593	721	1716	1188
LINC00174	74	55	159	219
LINC03011	108	100	107	68
RABGEF1P1	436	450	791	675
KCTD7	446	393	1027	938
LOC100996437	19	11	29	49
RABGEF1	878	978	1487	1126
LOC107986707	39	8	33	54
GTF2IRD1P1	2	8	8	4
GTF2IP23	32	40	72	56
LINC02604	13	2	13	13
