	sample1	sample2	sample3	sample4
LOC124903111	2	3	2	2
DENND5B-AS1	11	18	14	11
LOC124902913	0	0	0	0
ETFBKMT	84	176	210	67
AMN1	200	105	176	248
LOC105369722	2	2	4	5
LOC105369724	4	0	0	6
LOC107984470	0	0	0	0
H3-5	20	7	2	15
LINC02422	0	0	1	0
LOC105369725	4	1	6	8
RESF1	11539	2755	3086	8796
BICD1	594	256	304	690
FGD4	2911	328	290	2948
LOC124902914	3	0	0	0
DNM1L	5304	4124	5526	4839
YARS2	2182	894	1051	1763
PKP2	1807	18213	27976	1737
SYT10	57	183	107	39
LOC105369726	0	0	0	0
ALG10	292	203	196	310
LOC124902915	1	0	1	4
LOC124903068	0	0	0	0
LOC107984469	0	0	0	0
LOC124902916	0	0	0	0
ALG10B	160	366	475	226
LOC124902917	0	0	0	2
CPNE8	314	83	61	253
CPNE8-AS1	15	7	0	11
LOC107984484	0	0	0	0
LINC02406	1	0	0	0
KIF21A	3028	1953	3232	3220
LOC101927019	11	4	9	11
LOC124902919	0	1	0	0
ABCD2	2	8	6	2
LOC124902918	0	0	0	0
C12orf40	8	0	2	5
SLC2A13	770	283	332	1116
LOC124900327	0	1	0	0
LOC112268095	5	1	1	6
LINC02555	0	0	0	0
LINC02471	0	0	0	0
LOC105369735	0	0	0	0
LRRK2	17	19	51	20
LOC105369736	0	0	0	0
MUC19	163	57	53	211
CNTN1	224	74	158	253
LOC124903069	0	0	0	0
PDZRN4	1	17	0	5
LOC107984499	0	1	0	0
LOC107984498	0	1	0	0
LINC02400	0	1	0	0
LOC105378247	0	5	2	0
GXYLT1	1020	649	653	1158
YAF2	47	605	770	45
LOC124902920	1	2	3	0
LOC124902921	0	0	0	0
ZCRB1	1522	852	1123	1466
MIR7851	5	5	2	1
PPHLN1	2415	1438	1787	1949
PRICKLE1	506	7912	8105	303
LINC02402	0	0	0	0
LINC02451	0	0	0	0
LINC02450	0	1	1	0
LINC02461	1	1	0	0
ADAMTS20	903	79	86	1995
PUS7L	936	328	455	785
IRAK4	164	177	253	150
TWF1	1016	1015	1012	1089
TMEM117	66	620	809	50
LOC124902922	0	10	4	1
NELL2	2632	666	326	2821
DBX2	0	1	3	0
LOC105369742	0	0	0	0
RACGAP1P1	2	0	1	1
PLEKHA8P1	256	254	298	213
ANO6	4492	5948	6702	4420
LOC105369743	0	2	2	3
LOC105369744	0	0	0	0
LINC00938	211	381	418	311
ARID2	3283	3800	3748	3588
LOC105369745	12	3	7	11
SCAF11	5560	7356	8278	5723
SLC38A1	19194	13679	13781	17142
LOC105378248	233	59	88	198
SLC38A2	22239	6475	6833	17186
SLC38A2-AS1	3	0	0	5
SLC38A4-AS1	76	88	131	73
LOC124902923	4	5	4	24
SLC38A4	921	50	6	926
LOC124902924	0	1	0	1
LOC124902925	1	0	0	0
LOC107984466	1	0	0	1
AMIGO2	254	158	54	207
PCED1B	171	17	16	171
MIR4698	0	0	0	0
PCED1B-AS1	1	0	0	2
LOC105369746	1	0	0	2
LOC105369747	0	0	0	2
LOC124900322	0	0	0	0
LINC02416	0	0	0	0
MIR4494	0	0	0	0
LINC02156	1	0	0	0
RPAP3	2196	1259	1524	2120
RPAP3-DT	20	16	20	25
ENDOU	9	18	8	14
RAPGEF3	465	64	73	429
SLC48A1	501	590	702	484
HDAC7	3536	1447	1366	3139
LOC124902926	27	8	6	43
LINC02354	2	0	0	0
VDR	20	9	3	6
TMEM106C	536	1647	2048	437
COL2A1	464	43321	98958	482
LOC105369752	0	4	12	0
LOC105369750	0	0	2	0
LOC124902927	0	1	0	0
SENP1	1349	882	1037	1084
LOC101927180	17	2	2	17
PFKM	2577	5134	6800	2465
MIR6505	1	4	4	2
ASB8	197	1106	1300	175
CCDC184	30	13	7	59
LOC102725258	1	0	3	2
OR10AD1	3	0	2	7
LOC105369753	0	0	0	0
H1-7	0	0	0	2
ZNF641	594	953	1004	500
C12orf54	1	1	2	0
ANP32D	2	0	3	1
OR8S1	0	0	0	0
OR5BS1P	0	0	0	0
LALBA	0	0	0	0
LOC124902928	7	5	6	11
KANSL2	1320	1112	1516	1013
SNORA2C	5	1	1	1
MIR1291	1	0	0	0
SNORA2A	19	28	22	22
SNORA2B	5	4	0	6
CCNT1	3840	2399	2803	3815
TEX49	8	6	26	10
ADCY6	481	2148	3044	453
MIR4701	1	0	0	0
ADCY6-DT	1	1	3	0
LOC101927241	2	2	8	2
CACNB3	175	515	704	224
DDX23	5382	2534	3084	3904
LOC105369755	5	2	0	1
RND1	110	35	30	95
CCDC65	49	35	49	59
FKBP11	732	190	162	747
ARF3	2053	1423	1351	1680
LOC124903110	1	0	1	0
WNT10B	32	11	18	36
WNT1	2	0	1	1
LOC105369757	0	0	1	0
LOC105369756	0	0	0	0
DDN	12	160	201	30
DDN-AS1	8	4	8	7
PRKAG1	957	1447	1559	973
KMT2D	2427	2406	1915	3924
RHEBL1	281	12	19	226
DHH	3	0	0	3
LOC105369759	5	0	2	6
LMBR1L	1095	567	628	1114
TUBA1B	63975	18291	25082	51219
TUBA1B-AS1	8	3	4	8
TUBA1A	8397	14759	22833	7557
TUBA1C	16250	1523	1765	12113
TROAP-AS1	16	1	1	17
PRPH	1	1	0	4
TROAP	1300	115	76	923
C1QL4	5	0	0	10
DNAJC22	5	53	17	2
SPATS2	1034	1347	1152	1314
LOC100335030	11	8	4	20
KCNH3	19	39	92	30
LOC105369761	1	8	6	2
MCRS1	2972	2956	3108	2078
FAM186B	20	30	30	38
PRPF40B	338	261	283	344
FMNL3	1600	453	336	1136
LOC124902929	1	0	0	0
TMBIM6	21265	14490	15106	18581
NCKAP5L	2021	2687	2710	1511
BCDIN3D-AS1	29	41	68	27
BCDIN3D	53	130	175	41
FAIM2	1	1	3	5
LINC02396	1	1	0	1
LINC02395	0	1	3	0
LOC124902930	0	0	0	0
LOC105369763	2	0	0	0
AQP2	4	1	0	1
AQP5-AS1	1	2	0	3
AQP5	50	1	7	33
LOC105369764	0	0	1	0
AQP6	3	2	2	5
RACGAP1	3339	708	790	2689
ASIC1	20	47	102	44
SMARCD1	5589	1404	1513	5311
GPD1	11	33	49	16
COX14	533	1021	1085	351
CERS5	1034	936	1108	981
LOC124902931	46	15	16	43
LIMA1	2469	451	162	2713
MIR1293	0	0	0	0
LOC107984505	8	4	15	8
FAM186A	1	0	0	3
LARP4	3838	2627	3196	4038
SNORD133	495	1528	2450	731
DIP2B	3151	5619	4903	3495
LOC124902932	5	3	4	5
ATF1	896	588	656	992
TMPRSS12	0	1	1	1
TMT1A	448	165	41	371
HIGD1C	3	21	17	20
SLC11A2	2636	1756	2047	2565
LETMD1	1080	920	976	1261
CSRNP2	1271	1071	1222	1003
TFCP2	1155	808	841	1291
LOC124902933	0	0	0	1
POU6F1	354	194	306	358
DAZAP2	740	1721	1980	743
SMAGP	121	38	37	106
BIN2	1	0	0	0
LOC105369767	0	0	0	0
CELA1	1	0	0	0
GALNT6	429	239	69	327
SLC4A8	259	954	253	242
SLC4A8-AS1	4	4	0	2
SCN8A	564	138	212	647
TMDD1	2	2	6	6
FIGNL2	135	467	538	124
FIGNL2-DT	2	8	11	4
ANKRD33	36	0	6	115
ACVRL1	17	66	41	22
ACVR1B	772	2909	3211	860
TAMALIN-AS1	3	0	4	3
TAMALIN	113	46	56	146
LOC124902934	4	0	3	5
NR4A1	418	211	226	441
LOC107984510	16	1	4	17
NR4A1AS	0	0	0	0
ATG101	1532	935	987	970
SMIM41	3	1	1	2
OR7E47P	0	0	0	0
LOC112268096	4	1	1	2
KRT80	7	5	1	8
LINC02874	0	0	0	0
LINC00592	0	0	0	3
KRT7	86	393	17	65
KRT7-AS	6	4	0	3
KRT87P	0	0	0	1
KRT86	2	0	0	0
KRT81	4	2	1	3
LOC124902935	0	0	0	0
KRT83	1	0	0	1
KRT85	0	0	0	0
KRT84	0	0	0	1
KRT82	0	0	0	0
KRT75	0	0	0	0
KRT6B	0	0	0	0
KRT6C	0	0	0	0
KRT6A	0	0	0	0
KRT5	0	0	0	0
KRT71	0	0	0	0
KRT74	0	0	0	0
KRT72	0	0	0	0
KRT73	0	0	0	3
KRT73-AS1	0	0	0	0
KRT2	0	0	0	0
KRT1	0	0	0	0
KRT77	0	1	0	0
KRT76	1	0	0	0
KRT3	1	0	0	0
KRT4	0	0	0	0
KRT79	0	0	0	0
KRT78	0	1	0	0
KRT8	11227	25678	39298	9754
MIR9898	0	0	0	1
KRT18	13473	11405	16258	11382
EIF4B	33725	14589	15375	37610
TNS2-AS1	57	13	39	93
TNS2	427	90	163	333
MIR6757	2	0	0	1
SPRYD3	298	596	611	265
IGFBP6	263	75	97	210
SOAT2	0	22	6	0
LOC124902936	1	1	1	0
CSAD	133	118	144	147
ZNF740	1542	1319	1433	1516
ITGB7	9	1	5	5
RARG	1771	199	222	1768
LOC122455340	1	1	1	4
MFSD5	586	477	480	431
ESPL1	3240	284	241	2579
PFDN5	3568	3460	4026	3395
MYG1	1353	885	1061	1083
AAAS	2115	1714	1953	1793
SP7	5	0	8	14
SP1	5809	3488	3920	7105
AMHR2	4	264	209	1
PRR13	1954	929	1211	1673
PCBP2	3280	4486	4469	3924
PCBP2-OT1	24	6	9	10
MAP3K12	525	329	391	607
TARBP2	1478	832	808	1067
ATF7-NPFF	0	0	0	0
NPFF	2	3	2	1
ATF7	137	184	169	199
LOC100652999	1	0	0	0
LOC124902937	0	4	3	6
LOC124902938	5	0	3	5
ATP5MC2	6108	5386	6058	6322
CALCOCO1	497	3078	3241	391
LOC105369774	2	1	1	1
CISTR	3	0	0	6
LOC105378250	1	0	0	3
LOC107984525	25	0	0	63
HOXC13-AS	2	0	0	0
HOXC13	0	1	1	0
LOC105369775	0	0	0	0
HOXC12	0	0	0	0
HOTAIR	0	0	0	0
HOXC11	0	0	0	0
HOXC-AS3	0	0	0	0
HOXC10	0	0	0	0
MIR196A2	0	0	0	0
HOXC-AS2	0	0	0	0
HOXC-AS1	0	0	0	0
HOXC9	0	0	0	0
HOXC8	0	0	1	0
LOC124902939	0	0	0	0
HOXC4	0	0	0	1
HOXC5	1	2	0	0
HOXC6	0	1	1	0
MIR615	0	0	0	0
FLJ12825	0	1	0	0
LOC100240735	0	0	0	0
LOC100240734	0	0	0	0
FAM242C	0	0	0	0
LINC02381	1	97	0	2
SMUG1-AS1	0	3	2	7
SMUG1	555	686	902	478
LOC102724030	0	0	0	3
LOC105369777	0	0	1	0
CBX5	18672	15016	16759	26003
MIR3198-2	0	0	0	0
SCAT2	32	8	7	38
HNRNPA1	44053	13020	12471	50507
NFE2	58	154	132	53
COPZ1	1341	1659	1849	1332
MIR148B	2	0	2	2
GPR84	2	1	1	3
GPR84-AS1	14	5	9	16
ZNF385A	101	167	234	162
ITGA5	2045	2889	3618	2033
GTSF1	17	0	0	15
NCKAP1L	4	3	17	1
PDE1B	66	250	236	75
PPP1R1A	183	2417	2822	208
GLYCAM1	0	0	0	0
LACRT	0	0	0	0
DCD	0	0	0	0
MUCL1	0	0	0	1
TESPA1	6	0	0	5
LOC107984515	0	0	0	0
NEUROD4	0	0	0	0
LOC101927484	0	0	0	1
OR9K2	0	0	0	0
OR10A7	0	0	0	0
OR6C74	0	0	0	1
OR6C6	0	0	0	0
OR6C1	0	0	0	0
OR6C3	0	0	0	0
OR6C75	0	0	0	0
OR6C65	0	0	0	0
OR6C76	0	0	0	0
LOC124902940	0	0	0	0
OR6C2	3	0	0	1
OR6C70	0	0	0	0
OR6C68	0	0	0	0
OR6C4	0	1	0	1
OR2AP1	0	0	1	0
OR10P1	0	0	0	0
TMT1B	82	62	62	55
ITGA7	1875	7439	8894	1411
BLOC1S1-RDH5	0	0	0	0
BLOC1S1	269	184	188	225
RDH5	21	9	14	12
CD63	6595	8191	8644	5549
CD63-AS1	122	163	228	84
GDF11	764	2951	2675	719
SARNP	3104	1904	2215	2475
ORMDL2	589	396	466	388
DNAJC14	1560	1119	1336	1427
TMEM198B	191	202	215	173
MMP19	51	11	11	42
LOC124903120	0	0	0	0
PYM1	1601	551	643	1098
LOC124902941	20	15	21	28
DGKA	358	367	447	365
PMEL	4910	97	73	4637
CDK2	1832	1079	1426	1615
RAB5B	1959	3647	4508	2011
SUOX	752	1274	1402	479
IKZF4	131	143	152	163
LOC105369781	0	0	0	0
RPS26	7225	2561	2759	5250
ERBB3	3174	1242	812	2678
LOC105369782	2	3	1	11
PA2G4	10983	3318	4686	9187
RPL41	16196	8354	10768	16291
ZC3H10	662	622	701	640
ESYT1	6353	7165	7131	5859
LOC124902943	19	5	12	26
LOC124902942	8	2	1	9
MYL6B	1837	1388	1494	1762
MYL6	16648	38028	53485	12724
SMARCC2	2292	3487	3635	2221
TRS-CGA4-1	0	0	2	0
LOC107984468	1	1	1	7
RNF41	2905	1834	2478	2550
NABP2	983	476	413	898
SLC39A5	9	99	4	24
ANKRD52	2281	2025	1744	2025
COQ10A	514	605	814	454
CS	6510	11337	14660	6266
CNPY2	3157	1228	1215	2317
CNPY2-AS1	45	7	13	41
PAN2	1533	1604	2068	1792
IL23A	145	5	9	137
STAT2	1893	1991	1951	1580
APOF	8	4	1	4
TIMELESS	4265	912	849	4430
MIP	2	10	7	4
SPRYD4	638	418	611	449
GLS2	79	8	11	92
LOC124902944	11	1	1	11
SNORA105C	1	4	1	3
RBMS2	791	791	977	865
BAZ2A	4124	5177	5142	4969
ATP5F1B	31591	53356	67916	28301
SNORD59B	3	4	8	9
SNORD59A	16	4	13	17
PTGES3	12949	3912	5088	14142
NACA	24422	10500	12266	23485
PRIM1	1966	155	209	1512
HSD17B6	70	5	4	53
LOC124900330	0	0	0	0
SDR9C7	2	8	15	2
RDH16	8	7	13	24
LOC124902945	23	14	28	54
GPR182	36	16	20	66
ZBTB39	2351	1435	1460	2222
TAC3	165	32	17	166
MYO1A	6	2	1	11
NEMP1	3438	692	789	3359
NAB2	1041	1078	1596	1021
STAT6	1652	2015	2148	1428
LOC124902946	28	10	14	28
LRP1	6654	7394	7001	12274
LRP1-AS	11	1	6	15
MIR1228	0	0	0	0
NXPH4	62	28	140	74
SHMT2	11234	4328	10219	9236
NDUFA4L2	36	30	133	75
STAC3	36	440	80	59
R3HDM2	791	1113	1329	1033
INHBC	11	6	8	7
INHBE	327	210	596	182
LOC124902947	50	13	22	29
GLI1	530	50	67	423
ARHGAP9	119	29	41	86
MARS1	12058	5818	10380	9555
MIR6758	11	8	3	12
DDIT3	99	259	563	80
LOC128125814	0	0	0	0
MIR616	5	4	7	11
MBD6	135	445	269	225
DCTN2	2439	3227	4076	2465
KIF5A	570	27	55	583
PIP4K2C	965	784	967	840
DTX3	1059	823	1082	991
ARHGEF25	276	386	705	353
LOC101927583	3	1	1	3
SLC26A10P	5	2	3	2
B4GALNT1	26	5	1	22
OS9	3290	4828	4456	3162
AGAP2	86	2	1	77
AGAP2-AS1	0	0	0	2
TSPAN31	459	748	831	427
CDK4	3621	1233	1387	2764
MIR6759	0	0	0	0
MARCHF9	116	368	438	141
CYP27B1	71	5	3	39
METTL1	512	194	229	323
EEF1AKMT3	122	51	75	126
TSFM	1440	918	1035	965
AVIL	86	159	175	120
CTDSP2	4838	5696	5604	5607
MIR26A2	3	4	4	7
LOC105369783	50	24	12	63
LOC283387	3	2	3	6
LOC124902948	0	3	1	3
LOC101927608	2	1	1	1
GIHCG	72	187	340	49
ATP23	234	116	179	216
LOC105369784	0	0	0	0
LINC02403	0	0	0	3
LOC105369786	0	0	0	0
LOC105369787	1	0	0	7
LOC105369788	0	0	0	0
LOC105369789	1	0	0	0
LINC02388	0	0	0	0
LOC124902949	1	0	0	0
LOC100506869	0	0	0	0
LRIG3	838	827	619	770
LRIG3-DT	4	4	7	8
LINC02448	0	0	0	0
SLC16A7	259	271	328	268
LOC100996696	2	0	0	1
LOC124903070	0	0	0	0
LOC124903071	0	0	0	0
LOC105369793	0	0	2	2
TAFA2	61	67	88	79
LOC124902950	3	1	3	14
MIR6125	0	0	0	0
USP15	1978	2185	2505	1694
MON2	1144	1425	1432	1528
LINC01465	90	29	40	66
MIRLET7I	18	3	4	11
MIRLET7IHG	76	42	57	90
PPM1H	4333	671	482	4883
LOC124903103	1	0	0	1
LOC105369795	16	4	1	35
AVPR1A	4	10	1	29
LINC03056	0	0	0	1
LOC105369797	0	0	0	0
DPY19L2	77	168	320	76
RXYLT1	359	345	426	314
RXYLT1-AS1	2	0	0	0
MIR10527	6	2	1	8
SRGAP1	284	691	568	412
LOC105369801	5	1	2	3
LOC105369798	1	3	1	3
KICS2	294	170	257	390
LOC124902952	7	7	10	5
C12orf56	111	22	18	102
LOC124903101	0	0	0	0
XPOT	15408	4469	8058	13078
TBK1	1411	718	887	1562
RASSF3	1761	1558	1508	1709
LOC105369803	0	0	0	1
LOC124903098	0	0	0	0
LOC107984521	0	0	0	0
RASSF3-DT	6	2	3	3
MIR548C	0	0	0	0
MIR548Z	0	0	0	0
GNS	2068	8325	7113	2184
TBC1D30	129	92	84	83
LOC124903113	0	0	1	0
LINC02389	22	1	0	20
LINC02231	38	0	0	19
LOC107984522	14	0	0	4
WIF1	49	2	0	38
LOC124902953	2	1	0	0
LEMD3	2567	1861	2057	2053
MSRB3	27	3033	3768	12
LOC124902954	0	7	4	0
MSRB3-AS1	0	4	4	0
LOC105369809	0	1	3	0
LOC105369187	0	0	0	0
LOC105369808	0	0	0	0
LINC02454	0	0	0	0
LOC105369806	0	0	0	0
RPSAP52	7	2	8	10
HMGA2	4598	2246	1420	4722
HMGA2-AS1	26	11	6	60
LOC124902955	13	12	3	43
MIR6074	0	0	0	0
LINC02425	0	0	0	0
LLPH	998	786	998	733
LLPH-DT	12	23	33	13
TMBIM4	594	735	764	420
IRAK3	130	17	31	95
MIR6502	0	0	0	0
HELB	720	191	201	744
LOC124903104	30	13	7	19
GRIP1	500	1010	1004	553
LOC105369811	6	4	5	9
LOC124902956	39	67	54	66
LOC102724421	0	0	0	0
CAND1	16100	8713	9197	13314
LOC124902957	12	6	6	6
LOC105369813	0	0	0	0
LOC105369812	3	1	5	1
LOC124903072	0	0	0	0
LINC02420	0	0	0	2
LINC02408	0	0	0	0
LINC02442	0	0	0	0
DYRK2	2715	4053	4365	2585
LOC105369816	26	72	49	47
LOC124902958	2	3	2	4
LINC02421	0	1	5	1
LINC01479	0	1	1	0
IFNG-AS1	0	0	1	1
IFNG	0	0	0	0
LOC105369818	0	0	0	1
IL26	0	0	0	0
IL22	0	0	0	0
MDM1	411	511	631	353
LOC105369819	2	2	3	2
LINC02384	0	0	0	1
RAP1B	1481	922	939	1328
SNORA70G	5	3	0	6
LOC100507250	22	7	12	10
NUP107	6672	1949	2078	5679
SLC35E3	622	722	793	599
SZRD1P1	3	1	3	3
MDM2	8098	5877	6573	9969
CPM	25	107	68	16
TODL	1	0	0	0
CPSF6	6468	3034	3075	6382
MIR1279	0	0	0	0
LYZ	3	12	5	0
YEATS4	1431	279	389	1262
FRS2	1318	1315	1278	1381
SNORA113	1	1	0	3
MIR3913-1	0	0	0	0
MIR3913-2	0	0	0	0
CCT2	20243	10061	12899	15514
LRRC10	0	904	1124	2
LOC105369823	0	1	2	3
BEST3	2	4	7	1
LOC101928002	0	5	5	0
RAB3IP	1337	2000	3122	1370
MYRFL	74	80	92	73
LOC124902959	0	0	0	5
LINC02821	0	0	0	5
PRANCR	72	28	32	74
CNOT2	3189	1883	2197	3128
KCNMB4	1313	862	1322	1338
LOC105369828	10	0	1	13
PTPRB	93	38	26	157
PTPRR	13	65	45	39
LOC124902960	1	1	0	0
LOC124902961	89	0	1	67
TSPAN8	1	1	0	1
LOC105369831	0	0	0	0
LOC105369832	0	0	0	0
LOC124902962	0	0	0	0
LGR5	3	7	2	5
LOC105369833	0	0	0	0
LOC124902963	0	0	0	0
LOC124902964	0	0	0	0
ZFC3H1	1453	1113	1185	1835
LOC124900332	6	2	3	2
THAP2	200	266	407	296
LOC124902965	3	1	5	6
TMEM19	516	1038	1095	339
LOC107984530	0	0	0	0
RAB21	1327	1999	2355	1525
TBC1D15	926	420	536	1095
MRS2P2	5	6	1	11
TPH2	1	0	1	3
TRHDE	132	6	8	164
TRHDE-AS1	34	3	1	59
LOC105369838	0	0	0	0
LINC02444	0	1	0	0
LOC105369839	0	1	1	1
LOC124902966	2	6	3	3
LINC02445	0	0	0	0
LOC124900319	0	0	0	0
LINC02394	0	0	0	1
LINC02882	3	4	2	2
LOC107987178	0	5	1	3
LOC124902967	0	0	1	3
ATXN7L3B	5282	7588	8498	4600
LOC101929967	0	0	0	0
LOC105369842	0	1	0	0
LOC105369843	0	0	0	0
KCNC2	2	0	0	2
LOC100130268	0	0	0	0
CAPS2-AS1	0	0	1	0
CAPS2	129	80	86	142
GLIPR1L1	1093	0	2	499
LOC124902968	42	9	25	43
GLIPR1L2	0	21	30	0
GLIPR1	65	39	24	60
GLIPR1-AS1	7	5	9	20
KRR1	1988	1046	1358	1707
LOC105369844	5	2	0	3
LOC107984533	0	0	0	0
LOC105369846	0	0	0	1
LOC124902969	2	0	0	4
LOC105369847	2	0	0	1
PHLDA1	4987	1207	650	8718
NAP1L1	29590	16273	18634	33772
LOC124902970	0	1	1	0
LNCOG	6	2	1	7
BBS10	628	780	966	644
OSBPL8	4849	4066	3324	5787
LOC105369850	13	23	31	9
LOC105369851	1	0	0	0
ZDHHC17	1299	889	1113	1359
CSRP2	4233	3274	4882	4150
LOC124902971	17	13	9	11
E2F7	1542	97	57	1935
LOC105369853	0	0	0	0
LOC124903107	0	0	0	0
LINC02464	0	0	0	0
LOC105369855	0	0	0	0
LOC124902972	0	3	2	1
NAV3	38	168	276	45
LINC02424	0	0	0	0
LOC105369859	0	0	0	0
SYT1	2908	157	91	2701
LOC105369863	172	18	25	281
LOC124902973	44	7	3	69
MIR1252	0	0	0	1
PAWR	9590	1890	2720	10156
PPP1R12A-AS2	1	3	1	2
PPP1R12A	5298	5510	7401	5886
LOC124902974	15	4	5	19
PPP1R12A-AS1	21	10	22	13
OTOGL	24	152	232	12
PTPRQ	1	5	5	1
LOC124902975	0	0	0	0
LOC105369867	0	0	0	0
MYF6	0	0	0	1
MYF5	2	0	0	2
LINC01490	3	0	0	1
LIN7A	542	168	302	355
MIR617	1	1	0	1
MIR618	0	0	0	1
ACSS3	1245	828	894	1514
LOC107984535	4	0	2	11
MIR4699	0	0	0	1
PPFIA2	13	22	15	13
PPFIA2-AS1	0	0	0	0
LOC105369872	1	0	0	0
LINC02426	0	1	0	0
LOC105369873	0	0	3	2
CCDC59	1044	368	527	908
METTL25	257	279	315	157
LOC107987180	1	1	1	0
LOC107984487	0	0	0	0
TMTC2	401	432	579	527
LOC105369874	0	478	1403	0
LOC107984536	0	1	0	0
LOC124902976	0	0	0	0
LOC124903066	0	0	0	0
LOC105369875	0	0	0	0
SLC6A15	1664	36	93	1432
LOC102724680	4	0	1	16
TSPAN19	3	0	0	1
LRRIQ1	23	37	29	22
ALX1	30	36	78	32
LINC02820	19	71	62	27
LOC107984537	59	3	2	30
LOC124903073	2	32	27	8
RASSF9	44	36	87	19
NTS	1092	33	29	1053
MGAT4C	99	5	22	122
LOC105369877	4	0	1	8
MIR3059	0	0	0	0
LOC105369878	2	0	0	0
LOC105369879	0	0	0	0
LOC107984478	0	0	0	0
LOC105369880	0	0	0	0
LOC105369881	0	0	0	0
LINC02258	0	0	0	0
MKRN9P	0	1	1	2
C12orf50	0	0	0	1
LOC107984542	0	4	2	0
RLIG1	650	338	516	515
CEP290	923	1077	1524	1116
LOC124902977	14	10	11	21
TMTC3	3466	1742	2137	3681
LOC124902978	6	0	0	6
KITLG	1351	245	175	1023
LOC124902979	5	0	1	4
LOC105369885	12	1	1	12
LOC105369886	0	0	0	0
LOC105369887	7	0	0	2
LINC02458	1	23	7	2
LOC105378255	0	0	0	0
DUSP6	7118	2336	1504	9902
LOC124902980	1	0	8	5
LOC124902981	2	0	3	3
POC1B	906	320	514	921
POC1B-GALNT4	2	3	1	0
GALNT4	12	14	21	11
POC1B-AS1	24	22	20	22
ATP2B1	3239	4258	2130	3326
ATP2B1-AS1	25	46	13	14
LOC107984543	0	1	1	0
LOC105369890	0	1	0	0
LINC02399	0	0	0	0
LOC105369892	0	0	0	1
LINC02392	0	0	0	0
LOC124902982	0	0	0	0
LINC02822	0	0	0	0
LOC105369895	0	0	0	0
LOC124903074	0	0	0	0
LINC00615	0	0	0	0
CCER1	0	0	0	0
EPYC	0	0	0	0
KERA	0	1	0	0
LUM	0	2025	21	0
DCN	0	303	0	0
LOC124903075	0	0	0	0
LOC105369896	1	0	1	0
LOC107984544	0	0	0	0
LINC02823	0	0	0	0
LINC02404	1	0	0	0
LOC105369901	0	1	0	1
LINC01619	1	24	37	3
BTG1	1024	5583	5491	1143
BTG1-DT	5	20	14	11
LINC02391	0	3	0	0
LOC105369902	0	0	0	0
LOC107984467	1	0	0	0
CLLU1-AS1	0	0	0	0
CLLU1	0	1	0	0
LINC02397	2	8	4	0
LOC105369904	0	1	0	0
LOC105369905	0	0	0	0
LOC124902983	0	0	0	0
PLEKHG7	0	1	6	2
EEA1	1046	1490	1792	1445
LOC124902984	0	0	0	0
LINC02413	1	6	0	0
LOC643339	6	15	38	8
LOC105369907	0	0	0	0
LOC105369908	0	0	2	1
LINC02412	0	1	1	0
LOC124903102	0	0	0	0
LOC124900325	0	0	0	0
LOC124903116	0	2	0	0
NUDT4	1987	10030	16283	1688
UBE2N	5565	2077	2406	4250
MRPL42	4375	1693	2006	4530
LOC124902985	1	2	0	2
SOCS2-AS1	16	21	36	20
SOCS2	923	476	431	483
CRADD	126	404	446	146
CRADD-AS1	1	4	2	8
LOC105369911	4	3	5	1
LOC105369912	0	0	0	0
LOC105369913	0	2	2	0
LOC124902986	5	0	0	5
PLXNC1	88	1012	395	90
LOC124902988	0	0	1	0
LOC124902987	1	2	0	0
CEP83	1161	1273	912	1107
CEP83-DT	22	8	13	20
LOC102724960	0	0	0	0
MIR5700	0	0	0	0
TMCC3	100	272	91	101
MIR7844	0	0	0	0
LOC105369914	2	2	0	6
LOC124902989	0	0	0	1
MIR492	0	0	0	0
KRT19P2	0	0	0	0
LOC105369915	2	3	2	3
NDUFA12	1443	2297	2883	1054
NR2C1	1430	801	1063	1312
FGD6	1863	2333	2811	1780
VEZT	2358	2814	3049	2197
MIR331	3	2	2	3
MIR3685	8	1	5	3
LOC105369917	0	0	0	0
LOC107984545	0	0	0	1
METAP2	6169	2933	3806	5830
USP44	7837	82	95	7088
PGAM1P5	39	4	0	33
NTN4	51	350	340	42
LOC105369919	7	4	3	18
SNRPF-DT	0	1	1	2
LINC02410	0	0	0	0
SNRPF	4164	704	864	3991
CCDC38	7	2	4	11
AMDHD1	12	8	14	4
HAL	12	9	0	14
LOC102723340	119	9	19	157
LTA4H	7031	2267	2844	7578
TRD-GTC2-8	1	0	0	1
LOC124902990	0	0	0	0
LOC105369923	0	0	0	0
LINC02452	0	0	0	1
ELK3	916	773	617	936
LOC124902991	2	3	1	4
CDK17	1382	1539	1992	1362
CFAP54	11	10	5	4
NEDD1	1543	1162	1465	1596
LOC124902992	0	0	0	0
LOC124902993	0	0	0	1
LOC105369928	8	0	0	5
LOC105369927	1	0	0	1
LOC101928912	0	0	0	1
LINC02409	0	0	0	3
LOC105369930	0	0	0	0
RMST	793	21	9	842
MIR1251	1	0	0	9
MIR135A2	10	0	0	4
PAFAH1B2P2	3	1	0	0
MIR4495	0	0	0	0
MIR4303	0	0	0	0
LOC105369932	1	0	0	0
LOC105369933	2	1	0	4
SLC9A7P1	81	77	136	51
LOC124902994	0	0	1	1
LINC02453	12	10	14	14
TRD-GTC1-1	4	3	0	1
TRW-CCA4-1	0	0	0	1
TMPO-AS1	250	50	58	165
TMPO	9702	1869	2418	7714
SLC25A3	22078	19227	28281	18399
