	SRX22253792	SRX22253793	SRX22253794	SRX22253795	SRX22253796	SRX22253797	SRX22253798	SRX22253799	SRX22253800	SRX22253801	SRX22253802	SRX22253803	SRX22253804	SRX22253805	SRX22253806	SRX22253807	SRX22253808	SRX22253809	SRX22253810	SRX22253811	SRX22253812
FUOM	83	105	234	265	279	237	223	293	106	101	68	199	181	178	219	143	185	143	127	156	115
ECHS1	1873	2030	1660	1943	1986	1114	1043	1383	1900	1800	1155	2696	2889	2453	2729	1462	2530	1587	1814	1953	2137
MIR3944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902563	1	1	1	3	3	4	1	2	1	1	4	4	3	2	6	2	2	4	4	2	0
PAOX	39	29	90	124	128	110	122	138	72	71	62	190	105	152	166	125	175	72	54	67	77
MTG1	492	498	532	490	600	297	282	333	522	539	322	857	775	740	905	370	621	346	437	513	716
SPRN	9	4	5	7	7	5	8	17	21	11	8	29	27	19	27	14	17	9	10	13	9
LOC124902564	1	3	2	0	3	4	5	2	4	3	3	10	0	5	0	3	9	0	0	0	5
SCART1	6	9	7	7	19	20	9	33	18	12	21	28	9	32	22	25	46	7	13	5	7
LOC105378575	2	2	3	10	10	2	18	5	8	2	8	6	10	3	11	4	3	3	5	4	5
CYP2E1	73	124	44	138	145	194	215	330	74	54	68	166	136	70	249	104	43	54	90	122	57
SYCE1	5	1	1	5	2	1	11	9	0	2	0	0	2	1	2	3	1	6	15	1	3
SPRNP1	4	0	2	2	1	2	9	4	4	0	1	4	3	5	8	2	5	7	5	8	6
FRG2B	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LINC01001	72	67	68	67	83	93	88	106	47	38	50	71	42	57	57	41	74	43	67	45	53
LOC112268070	9	13	10	15	28	7	12	26	11	3	4	6	7	7	3	11	6	5	19	9	12
LOC101930129	0	0	0	0	0	0	2	1	0	0	2	1	0	0	0	0	2	0	0	0	1
SCGB1C1	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0
ODF3	5	0	0	2	2	5	4	5	1	0	0	4	0	0	1	0	0	1	0	2	0
BET1L	932	880	904	1111	1364	1120	1256	1431	1640	1305	875	4254	2653	2891	3720	3218	2312	742	931	981	1192
RIC8A	1270	1262	1582	1813	1931	1496	1631	2060	2404	2083	1433	3549	3408	3368	4053	2618	2648	1129	1193	1422	1547
MIR6743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIRT3	294	286	350	418	586	322	338	446	591	494	484	893	682	650	841	468	702	268	390	292	466
PSMD13	2305	2463	2109	2538	2714	1782	1703	2294	2203	1901	1253	3068	2742	2722	3031	1928	2325	2118	2459	2405	2625
NLRP6	0	1	0	3	2	0	1	0	1	0	2	4	0	1	1	3	1	1	7	0	2
PGGHG	365	361	923	685	1371	1403	1292	1949	286	396	117	1673	675	1225	868	1021	850	693	622	651	615
IFITM5	1	0	2	0	1	1	0	3	0	0	0	3	0	0	0	3	0	2	2	2	0
IFITM2	727	913	726	879	940	694	822	1036	1684	1649	661	3992	1466	2583	3984	2492	1940	1748	1980	1586	946
IFITM1	4763	6912	3704	5050	6127	1302	2009	2240	397	560	101	4903	330	875	2605	3045	691	4263	5233	4099	4894
LOC105376505	11	9	15	12	29	18	21	41	27	60	25	58	29	32	24	31	52	14	8	5	11
IFITM3	1813	1806	3225	4122	4870	2931	2669	4104	2538	3899	1084	14997	3462	5860	10987	8305	6048	2187	2549	2157	2275
B4GALNT4	566	576	1527	1323	1951	1244	1141	1415	511	598	209	3180	2053	3370	2756	1836	2290	914	938	1059	676
PKP3	179	146	239	177	253	317	242	270	296	393	58	778	806	1018	15	444	1111	166	228	220	237
SIGIRR	387	359	260	241	285	289	296	355	208	160	82	393	415	548	231	238	380	383	428	352	477
ANO9	61	57	189	109	236	233	170	301	75	77	27	249	327	528	59	210	292	151	110	135	110
LOC105376506	4	3	4	2	5	7	4	3	1	2	4	10	4	16	2	5	6	2	13	2	0
PTDSS2	921	906	843	964	1205	970	970	1305	1030	877	629	1383	1332	1215	1710	807	1111	828	954	924	1088
RNH1	282	365	360	359	494	394	442	518	1396	1160	958	2060	1971	1857	2210	1379	1653	300	301	369	338
LRRC56	32	29	59	44	102	17	29	39	44	39	29	73	81	107	83	57	66	43	39	40	40
HRAS	351	433	408	466	501	222	229	268	629	424	368	662	787	751	748	390	534	305	287	388	382
LMNTD2	64	51	212	120	294	145	136	261	29	28	25	338	175	241	74	216	267	88	68	84	84
LMNTD2-AS1	0	1	14	3	13	4	7	11	0	1	0	19	3	10	0	1	15	7	2	5	4
RASSF7	179	160	283	238	336	270	330	396	314	295	140	788	819	1008	731	434	743	212	171	211	227
MIR210HG	31	37	43	51	68	53	68	57	62	168	62	496	183	156	116	120	379	95	45	35	42
MIR210	0	0	2	1	2	0	0	0	0	0	0	4	0	0	1	0	0	1	0	0	0
LOC124902805	1	0	2	2	1	0	2	0	1	0	3	0	2	5	0	1	1	0	0	0	0
LOC143666	10	12	18	15	17	12	20	27	14	20	7	56	33	24	25	19	57	20	15	20	24
PHRF1	1379	1562	1769	1871	2080	1298	1261	1714	1438	1158	891	1975	2287	2707	2606	1787	2094	1321	1206	1660	1547
IRF7	88	94	98	103	127	111	89	135	98	144	54	259	284	318	157	179	254	57	90	97	146
CDHR5	17	14	9	10	19	37	47	44	8	25	20	85	17	34	31	22	32	8	18	7	9
SCT	5	4	11	4	7	8	14	10	1	0	0	4	4	0	3	5	1	8	5	6	8
DRD4	24	23	14	22	26	16	12	15	12	9	8	23	14	14	23	17	30	21	15	20	46
DEAF1	616	634	631	863	902	540	598	743	1185	967	968	2097	1615	1663	2131	1016	1634	731	737	814	607
LOC124902603	7	4	3	5	6	8	7	7	5	1	16	8	8	4	4	6	9	5	13	1	8
TMEM80	217	152	175	178	289	151	172	223	346	294	308	387	411	296	438	220	360	131	160	114	216
EPS8L2	553	568	365	624	760	972	874	1337	1067	1178	309	1483	3046	3707	334	1741	2797	758	834	774	737
LOC105376509	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1
TALDO1	3669	3850	2549	3151	3284	1597	1635	2027	1716	1463	952	2375	2345	2408	2248	1390	2272	4161	4475	4561	4716
GATD1	591	541	749	645	935	704	684	886	1049	959	744	1398	1462	1434	1567	853	1251	586	609	611	713
GATD1-DT	27	23	21	27	49	31	34	51	24	18	34	56	16	26	33	25	37	21	21	25	21
LOC124900301	89	101	122	164	195	112	108	175	187	192	219	250	363	308	330	162	263	123	130	137	153
CEND1	34	22	16	7	9	4	7	12	125	81	45	125	104	98	198	57	78	113	127	128	57
SLC25A22	469	612	763	825	898	356	339	477	363	237	150	820	674	782	737	480	551	755	794	987	563
PANO1	3	6	12	8	17	3	4	3	17	9	10	25	22	23	36	9	26	7	10	11	4
PIDD1	375	388	518	405	726	430	351	524	195	177	182	470	581	498	298	400	437	259	312	297	390
RPLP2	6711	7114	8202	8449	10422	7260	7126	9065	5060	4958	2578	11605	7409	7002	9341	5715	8519	5843	6857	6355	8264
SNORA52	4	10	4	5	12	4	4	7	3	1	1	12	5	4	1	9	4	7	11	10	4
PNPLA2	542	669	882	1131	1382	662	796	1016	1243	1011	858	2082	1841	2069	2229	1263	1825	782	837	782	626
CRACR2B	173	185	155	139	185	135	97	216	173	167	135	240	246	289	87	125	264	255	287	340	247
CD151	876	872	1439	1602	1869	1718	1659	2427	4093	3317	2161	5482	5586	5940	5388	3809	4115	1052	1247	1230	1002
POLR2L	427	571	611	663	762	363	437	480	1195	976	732	1369	1495	1392	1807	679	1241	760	751	834	459
TSPAN4	436	403	460	523	643	436	399	560	395	357	259	1121	713	824	1282	700	648	623	643	699	543
CHID1	750	791	804	996	1153	889	787	1082	1274	1011	969	1934	1894	1736	2021	1398	1549	769	1012	913	995
AP2A2	1080	819	1598	1674	1919	1535	1470	2051	2365	1969	1479	3399	3416	3514	3725	2225	3000	755	699	825	1401
MUC6	16	5	4	2	1	5	8	11	7	3	26	10	9	7	0	5	8	10	8	3	16
LOC124902605	0	1	0	0	0	3	0	0	0	2	0	1	4	0	2	2	0	0	1	0	1
LINC02688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987157	0	0	1	0	0	0	0	0	2	1	0	0	1	1	1	0	0	0	0	0	0
MUC2	0	0	0	0	0	1	2	1	0	0	0	2	2	2	0	1	4	0	0	0	0
MUC5AC	0	0	0	2	1	2	0	0	0	0	0	1	0	0	0	2	1	0	3	0	2
MUC5B	6	2	4	3	6	4	3	4	0	2	14	7	2	1	4	25	2	9	15	6	6
MUC5B-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOLLIP	375	393	604	630	771	698	660	893	1251	1081	796	1905	1967	2063	2025	1253	1678	409	446	479	492
TOLLIP-DT	4	12	4	15	15	5	11	7	6	7	16	35	12	19	33	11	13	6	11	8	10
LOC124902606	2	2	2	10	5	1	0	1	5	1	0	8	0	2	6	7	5	10	10	8	9
LINC02689	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
BRSK2	541	560	348	415	421	86	81	100	203	127	149	294	584	418	494	186	253	618	580	602	593
MOB2	166	156	226	248	395	217	199	295	502	396	389	703	571	639	696	370	503	145	230	186	207
LOC124902607	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0
DUSP8	22	5	69	96	118	170	167	219	469	400	285	628	684	886	531	452	687	51	51	46	87
LOC124902608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP5-AS1	1	0	1	0	0	2	3	6	25	13	11	10	24	35	15	29	11	1	0	1	4
KRTAP5-1	1	0	0	0	1	7	3	5	9	6	7	17	15	17	4	14	13	1	0	0	0
KRTAP5-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP5-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP5-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP5-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
LOC124902609	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM99A	0	0	2	0	1	0	0	0	0	4	0	12	1	6	0	0	2	0	0	0	0
FAM99B	0	0	0	0	0	0	0	0	0	0	0	9	3	2	0	1	3	0	0	0	0
LINC02708	0	0	1	0	1	1	1	1	0	0	0	10	5	2	3	7	2	0	1	0	0
KRTAP5-6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
IFITM10	5	14	29	43	50	41	75	82	37	33	41	101	81	46	143	112	73	9	16	6	11
CTSD	2529	2492	2927	3481	4169	2507	2911	3494	3890	3028	2729	6086	7022	6791	8164	4329	5446	1939	2403	2383	3340
PRADX	2	5	5	0	6	4	4	12	4	10	3	12	16	3	8	5	5	11	2	9	2
LOC105376517	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	1	2	0	0	0	0
LOC124902610	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SYT8	0	0	0	0	0	0	0	0	6	1	2	26	6	16	3	6	5	1	0	0	0
TNNI2	0	0	0	0	0	0	0	0	1	5	2	7	3	8	1	4	10	0	1	1	0
LOC107984299	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
LSP1	13	29	12	6	27	9	119	71	62	90	15	22	0	3	4	18	1	21	35	22	63
MIR4298	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MIR7847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR33	0	0	0	1	0	0	0	1	1	0	0	2	1	0	0	0	0	2	0	1	0
LINC01150	1	0	0	0	2	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0
TNNT3	0	0	0	0	1	0	5	1	0	5	0	24	9	5	2	12	17	0	0	1	0
MRPL23	267	286	350	448	472	228	244	259	463	354	272	686	582	632	587	304	558	344	313	328	344
SNORD131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL23-AS1	0	0	0	2	0	6	2	0	0	2	1	3	3	3	1	1	2	0	0	0	0
LINC01219	0	0	0	1	1	2	0	9	0	1	2	6	0	4	1	0	0	0	3	0	0
H19	14	10	416	449	785	12343	12721	17416	29195	52832	5375	116748	54759	84465	78589	86671	111202	9	17	11	25
MIR675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INS-IGF2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
IGF2	0	1	204	250	551	6015	6890	8859	15392	25541	3630	34676	31639	52339	26591	51650	61674	0	2	1	0
MIR483	0	0	0	0	2	2	1	4	1	6	0	12	3	14	0	3	14	0	0	0	0
IGF2-AS	0	1	6	8	14	66	48	84	117	136	20	248	178	234	105	238	251	0	0	1	0
INS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TH	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR4686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCL2	2	0	2	1	0	2	0	1	0	1	0	2	6	2	0	0	8	6	4	5	5
C11orf21	1	4	3	3	3	1	29	12	108	77	66	57	75	32	38	27	85	3	7	4	9
TSPAN32	6	8	10	8	15	8	40	22	150	128	132	108	91	73	78	32	118	4	11	5	15
LOC124902612	1	0	1	3	5	6	2	3	10	4	8	11	7	3	5	11	13	2	2	3	0
CD81-AS1	0	2	8	3	10	8	3	7	4	14	11	12	3	4	3	6	12	6	15	4	0
LOC124902611	3	2	3	4	2	0	2	5	0	2	1	5	0	2	1	4	0	5	3	2	0
LOC105376520	5	5	6	7	7	4	7	14	364	194	348	83	92	55	93	19	98	11	14	12	10
CD81	2853	3575	4113	4954	5863	3109	2998	4119	7377	6359	5318	13049	10048	8996	11368	6342	8246	3148	3647	3736	3180
TSSC4	282	251	403	372	477	249	304	447	620	473	384	901	998	976	1052	633	655	275	331	297	396
TRPM5	0	2	2	1	5	2	3	2	2	1	0	0	2	2	4	3	3	5	4	0	2
KCNQ1	20	15	48	31	40	42	20	39	472	614	310	591	363	520	241	279	685	23	19	26	41
LOC124902613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNQ1OT1	220	97	301	232	210	387	280	396	272	204	684	454	260	201	366	235	446	255	488	221	381
LOC124902614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNQ1-AS1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	0	1	1	1
KCNQ1DN	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	4	0	3
CDKN1C	142	139	383	431	485	2031	1967	2657	387	410	179	2802	1200	1588	1335	1635	2144	145	168	133	352
SLC22A18AS	0	0	2	0	0	0	6	0	12	8	10	18	15	15	20	15	9	0	1	2	0
SLC22A18	57	40	76	107	186	130	128	163	135	158	109	332	290	382	282	255	297	37	47	39	58
PHLDA2	21	36	18	32	17	15	9	25	134	56	30	119	190	383	27	231	79	31	23	38	12
NAP1L4	3680	4008	4307	4466	5057	2589	2281	3602	4640	3571	2916	4343	4572	4070	4374	2499	4033	3581	3678	4446	4634
SNORA54	0	3	0	0	2	1	0	0	0	0	5	2	1	0	0	3	0	1	0	0	0
CARS1	3045	2464	1769	1607	1568	2004	1670	2592	1683	1269	867	1963	2212	2054	1438	1859	1019	1959	2617	2285	3302
CARS1-AS1	8	2	4	1	1	2	3	0	3	1	0	0	0	0	0	0	2	6	8	4	6
LOC124902615	0	0	0	0	2	0	1	0	0	0	0	1	0	0	2	0	0	0	1	0	2
OSBPL5	78	87	221	263	408	259	339	512	383	407	296	929	640	689	681	702	827	143	210	193	134
MRGPRG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRGPRG-AS1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRGPRE	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0
ZNF195	2171	1949	2076	1811	1709	1068	1090	1331	939	730	525	715	1103	882	753	421	750	1669	2199	2197	2309
TSSC2	1729	1967	1044	1212	1391	325	405	567	54	66	31	205	62	99	172	94	99	1916	1865	2281	1935
OR7E12P	357	349	232	222	272	59	49	127	12	11	10	15	16	29	20	21	11	361	271	392	419
LOC105376526	11	7	75	80	93	19	27	44	9	5	4	16	9	14	3	9	22	23	41	19	8
LOC101927708	4	2	11	21	16	3	9	8	2	3	4	2	1	4	2	1	2	10	8	3	2
LOC107984301	9	8	25	34	24	9	23	18	25	23	24	28	15	8	10	10	15	8	41	20	2
LOC124902617	0	0	2	0	0	2	0	2	0	0	0	1	0	0	0	0	0	3	0	0	0
XNDC1CP	0	0	0	3	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	3	1
TRPC2	0	0	4	7	4	1	1	2	0	0	4	0	0	2	0	0	0	1	2	0	1
ART5	54	53	258	390	527	175	179	262	107	49	144	265	190	334	139	90	194	83	113	83	96
ART1	0	0	1	1	1	0	1	0	0	3	7	1	2	4	0	0	2	1	0	0	0
CHRNA10	5	7	13	11	7	3	5	2	4	5	15	20	15	13	13	10	9	5	4	6	6
NUP98	4057	4164	4406	4763	4797	3004	2946	4491	3612	2887	2247	3456	3870	4097	4427	2834	3901	3850	3966	5246	4460
LOC124902832	1	0	1	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PGAP2	855	955	619	695	721	440	400	500	359	338	245	680	588	574	444	288	563	676	717	771	1046
LOC124902618	1	0	0	1	2	1	1	1	0	0	0	0	0	1	0	2	1	2	2	0	0
RHOG	442	544	438	501	623	358	418	518	504	413	273	978	766	824	766	628	648	328	533	519	527
LOC124902619	0	2	0	0	0	2	3	1	1	3	1	0	1	1	0	2	0	3	1	0	1
STIM1-AS1	0	0	2	1	0	0	1	0	0	1	0	5	1	3	0	3	1	1	0	3	0
STIM1	717	807	714	899	1171	982	860	1243	1341	1225	923	2350	1989	2124	1640	1532	2278	401	550	440	866
MIR4687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPIAP40	2	0	2	1	0	0	1	3	2	1	0	1	1	3	3	0	0	3	1	5	1
RRM1	4040	4365	4084	4721	5059	2557	2753	3789	2288	1651	989	2534	1997	2377	1783	1280	2375	3239	3499	3874	4032
LINC02749	2	5	3	5	1	3	1	4	3	0	0	1	1	1	1	0	0	3	1	1	5
SSU72L5	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	1	0	1
SSU72L2	1	6	0	0	0	0	0	0	1	2	1	1	2	0	0	0	0	0	1	0	1
SSU72L4	1	2	0	0	1	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0
SSU72L3	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0
SSU72L1	1	2	0	0	0	0	0	0	1	0	5	0	1	1	0	0	1	0	2	0	1
OR52B4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRIM21	191	228	169	215	258	156	261	304	326	240	120	453	327	550	287	313	411	286	281	368	214
OR52K2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR52K1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	2	0	0
OR52M1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C11orf40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OR52I2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
OR52I1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
TRIM68	222	229	229	294	384	190	228	293	300	264	237	529	391	447	563	323	421	171	212	142	288
OR51D1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR51E1	0	0	0	0	0	0	0	0	4	1	4	10	7	2	21	2	4	0	0	0	0
LOC105376528	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	4	0	0	0	0
OR51E2	0	0	0	0	0	0	0	3	0	0	0	12	0	3	51	6	1	0	0	0	0
OR51C1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MMP26	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
LOC124900304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR51F1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OR52R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR51F2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR51S1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR51H1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OR51T1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OR51A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR51G2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR51G1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR51A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR51A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR51L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR52J3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OR52E2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0
OR52E1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OR52A5	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	6	0
OR52A1	1	13	34	44	43	0	0	0	0	0	0	0	0	0	0	0	0	183	209	152	0
OR52Z1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR51V1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HBB	1	0	1	1	0	0	0	5	0	0	0	0	0	0	4	1	0	0	1	0	0
HBD	0	0	0	0	0	0	0	0	1	0	1	10	2	1	0	1	1	0	0	0	0
HBBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGLT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HBG1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
HBG2	0	0	3	6	0	0	0	0	0	0	0	8	0	0	1	0	0	3	2	0	2
HBE1	0	0	4	1	1	9	1	9	1	0	1	29	0	1	0	1	0	0	2	0	0
OR51B4	0	0	1	0	0	1	3	4	0	1	3	0	1	0	0	0	2	0	0	0	0
OR51B2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
OR51B5	2	0	0	1	0	4	7	7	0	1	2	0	2	0	0	0	1	0	0	1	2
OR51B6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
OR51M1	3	3	0	0	4	1	2	0	0	0	4	0	0	0	1	0	0	2	1	5	0
OR51Q1	0	1	0	0	1	5	2	4	1	0	1	0	0	0	0	0	0	0	2	1	0
OR51I1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR51I2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OR52D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBQLN3	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
UBQLNL	3	7	1	5	4	4	1	3	3	2	7	21	7	7	16	5	3	2	2	1	8
OLFM5P	7	6	0	1	1	0	4	1	7	3	2	3	5	4	11	9	1	0	0	1	1
OR52H1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0
OR52B6	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1
TRIM5	302	360	519	740	900	642	880	1177	1248	1034	818	1318	1446	1386	1691	975	1351	612	576	601	301
TRIM6	451	440	218	296	398	380	386	576	416	448	121	410	664	583	300	326	495	595	764	742	496
TRIM6-TRIM34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM34	0	1	0	2	0	0	0	0	0	2	0	2	4	0	0	0	5	0	0	2	0
LOC107984302	1	1	3	2	0	0	4	2	2	4	7	1	4	6	6	2	8	0	1	0	0
TRIM22	556	496	133	250	243	55	208	151	389	306	177	259	670	518	236	1038	443	1279	1314	1290	519
LOC124902620	5	1	4	6	4	1	5	5	3	0	1	0	3	0	0	1	0	10	8	5	5
OR52N4	6	2	1	2	2	1	2	1	0	0	1	1	0	0	0	1	0	10	14	4	2
OR52P1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
OR56B1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
OR56B2P	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	6
OR52N5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR52N1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR52N2	2	1	0	3	1	1	0	2	0	0	0	0	0	3	0	1	0	8	11	4	2
OR52E6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR52E8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR52E4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112268071	0	0	1	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0
OR52E5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OR56A3	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0
OR56A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
LOC124902621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OR52L1	1	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0
OR56A4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
OR56A1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	3	0	0
LOC107984303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902622	2	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OR56B4	6	3	1	1	3	0	1	1	0	1	0	2	2	1	2	2	0	2	2	1	4
OR52B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OR52W1	0	0	3	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	4	0	1
C11orf42	3	2	6	6	7	0	5	8	0	3	4	5	2	9	5	9	13	3	3	5	4
