	SRX2023641	SRX2023642	SRX2023643	SRX2023644	SRX2023645	SRX2023646	SRX2023647	SRX2023648	SRX2023649	SRX2023650	SRX2023651	SRX2023652	SRX2023653	SRX2023654	SRX2023655	SRX2023656	SRX2023657	SRX2023658	SRX2023660	SRX2023661	SRX2023662	SRX2023663	SRX2023664	SRX2023665	SRX2023666	SRX2023667
LINC03093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986922	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	3	2	0	0	0	0	0	0	0	1	0
GFRA2	17	10	8	7	8	6	20	30	36	39	58	63	48	0	60	62	30	29	6	9	2	2	4	6	6	14
DOK2	1	0	1	0	1	0	3	2	0	0	0	0	0	0	0	1	2	2	0	1	1	0	0	0	0	0
XPO7	1555	1041	1115	583	1320	1139	2363	2588	2902	2186	2652	2743	2377	0	1963	1865	1755	1780	1455	1518	1043	1201	1117	1242	1098	1195
LOC124901903	77	24	56	31	49	51	402	406	194	156	237	224	211	0	46	58	79	93	130	150	46	129	102	97	96	111
NPM2	4	5	3	2	3	5	5	9	2	2	2	3	1	0	0	1	4	7	0	1	1	1	0	0	0	1
LOC124902091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF17	0	0	0	0	0	0	54	71	1	1	4	1	4	0	2	1	0	1	1	2	0	1	0	0	1	1
DMTN	0	3	1	0	2	1	12	16	10	14	27	10	25	0	4	1	16	13	6	3	3	4	5	6	3	4
FHIP2B	70	27	33	16	50	23	100	130	338	245	301	313	265	0	229	253	221	226	122	162	197	160	130	159	130	137
NUDT18	2	1	0	0	2	0	8	3	7	6	6	12	6	0	1	3	2	1	2	5	3	0	1	1	1	1
HR	0	0	0	1	0	0	4	3	1	1	2	0	2	0	1	1	2	0	0	0	1	0	0	0	1	0
HRURF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REEP4	93	61	64	23	67	49	132	110	205	222	277	282	238	0	185	171	247	218	36	37	36	33	37	39	36	33
LGI3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	2	0	1	1
SFTPC	0	0	0	0	0	0	0	1	0	0	2	0	2	0	2	1	1	2	0	0	0	0	0	0	0	0
BMP1	20	23	13	7	15	11	114	102	539	560	503	502	445	0	90	70	93	76	57	77	109	81	115	116	119	100
LOC124901904	1	0	1	1	2	5	23	32	52	47	61	62	56	0	24	22	18	23	16	11	12	9	8	11	9	8
PHYHIP	44	46	42	24	56	40	1	3	8	3	2	2	2	0	9	7	1	2	12	9	1	2	8	11	10	8
MIR320A	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
POLR3D	340	237	226	100	307	227	446	552	745	698	1067	1047	951	0	490	443	624	534	318	298	290	252	148	143	138	167
PIWIL2-DT	5	1	1	3	0	1	1	1	0	1	5	2	3	0	3	1	1	0	1	2	1	3	1	1	1	2
PIWIL2	3	118	2	4	24	16	2	10	1	2	1	8	1	0	5	3	6	4	34	39	3	9	6	4	8	5
SLC39A14	1060	1355	1531	825	1959	1735	1226	1258	2182	2226	3597	3575	3113	0	908	788	1738	1621	417	486	526	601	342	352	414	368
PPP3CC	75	39	37	8	40	27	208	211	889	732	868	897	758	0	349	276	345	363	310	349	488	551	217	243	250	246
LOC124901905	2	1	1	0	1	1	15	14	14	19	32	32	26	0	3	8	4	15	8	5	7	12	5	6	8	5
SORBS3	133	107	105	37	123	58	173	189	474	385	676	718	551	0	369	544	480	491	128	167	170	177	121	126	99	130
PDLIM2	59	64	54	17	73	34	22	41	103	109	206	260	172	0	30	32	67	63	35	32	28	33	7	12	2	8
C8orf58	6	7	4	2	11	5	11	10	17	12	40	32	31	0	10	18	8	7	9	5	11	7	4	2	0	0
LOC107986876	1	0	0	0	0	0	2	0	0	5	2	2	2	0	2	0	1	2	2	0	1	0	0	1	0	0
CCAR2	368	356	314	144	427	256	670	851	873	851	979	885	819	0	920	802	874	849	295	249	264	243	272	286	261	289
BIN3	19	11	15	4	16	9	44	39	80	58	69	56	59	0	47	42	41	44	10	11	17	25	23	9	14	25
BIN3-IT1	0	0	3	1	2	0	14	8	20	10	12	7	11	0	2	6	9	3	4	2	3	4	3	2	0	0
LOC107986924	1	2	3	2	0	2	10	19	6	4	10	3	9	0	5	6	37	27	17	13	21	35	2	4	3	5
EGR3	12	1	4	1	3	4	15	24	5	3	11	6	9	0	11	8	140	107	21	19	44	51	5	10	12	12
LOC105379321	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	2	1	2	2	0	0	0	0
LOC107986926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	2
PEBP4	0	0	0	1	0	1	0	0	1	0	0	4	0	0	0	1	0	0	6	7	1	2	1	2	5	3
LOC124901908	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	1
LOC107986925	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	6	1	5	3	1	3	0	0	3
LOC105379325	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1
LOC124901906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929237	0	2	0	0	1	0	0	0	0	3	0	1	0	0	0	0	4	1	2	4	0	0	0	2	1	4
LOC124901907	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	3	3	3	2	2	2	3	0	0	2
RHOBTB2	44	58	39	21	55	40	138	157	225	191	192	218	168	0	209	201	149	109	310	315	331	275	207	198	260	281
LOC107984124	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	2	2	3	1	0	1	1	2	0
TNFRSF10B	733	370	391	164	619	366	538	623	3020	2892	2872	2957	2540	0	291	239	464	406	350	330	361	416	343	363	299	309
LOC286059	14	9	2	1	7	0	11	4	28	19	21	17	19	0	0	1	5	2	0	1	2	1	6	1	1	4
LOC254896	5	1	4	2	0	1	5	8	1	7	3	5	2	0	6	7	3	4	8	11	7	8	4	6	6	7
TNFRSF10C	15	6	7	1	27	6	8	11	36	31	31	33	31	0	2	5	3	2	1	5	9	3	11	10	0	6
TNFRSF10D	221	119	135	58	165	102	239	222	1854	1744	3451	4045	3124	0	137	116	169	187	65	76	99	109	53	52	30	39
TNFRSF10A	93	115	88	36	133	93	30	32	116	89	117	122	109	0	2	1	4	7	1	0	8	2	3	10	4	4
TNFRSF10A-DT	12	7	14	2	9	5	6	7	3	3	8	4	6	0	1	0	1	2	0	0	0	0	1	0	0	1
CHMP7	152	185	149	61	164	147	293	376	449	412	506	536	447	0	263	207	231	209	118	173	120	127	117	167	136	147
R3HCC1	60	65	55	22	65	48	93	108	255	196	215	239	189	0	258	149	233	191	96	100	100	109	130	145	139	178
LOXL2	190	150	115	62	159	144	327	354	3672	3585	3491	4123	3048	0	927	873	1130	1125	314	375	690	610	135	182	160	187
LOXL2-AS1	4	3	5	1	2	3	28	38	103	75	121	114	106	0	31	31	65	56	28	26	20	16	26	11	17	18
ENTPD4	378	159	302	135	252	213	940	964	4314	3906	4414	4417	3884	0	1720	1672	1846	2101	1499	1458	1585	1969	812	879	743	666
LOC105379327	0	0	2	0	0	0	0	1	0	4	1	1	1	0	1	0	3	4	1	2	1	0	0	0	1	1
LOC124901909	4	0	2	1	2	0	2	3	13	4	4	3	4	0	16	9	13	8	4	6	2	4	0	3	2	3
SLC25A37	327	117	178	93	210	185	424	508	549	483	678	709	601	0	764	719	682	701	765	723	370	435	448	521	408	430
LOC107986930	6	4	4	2	6	9	11	9	527	368	624	563	568	0	969	1074	1115	1585	978	949	577	882	464	476	385	373
NKX3-1	9	21	14	5	28	20	52	60	575	387	469	442	406	0	1770	1343	2239	1974	112	106	122	121	98	96	109	94
NKX2-6	1	1	0	0	0	0	0	0	92	82	63	73	50	0	242	230	319	254	54	56	94	84	40	49	57	56
LOC124901910	0	0	1	2	2	0	4	4	856	733	575	536	499	0	1021	845	875	1011	586	534	554	651	450	429	336	357
LOC101929258	0	0	0	0	0	0	0	0	76	69	107	70	96	0	106	119	152	185	141	119	85	144	79	78	73	77
STC1	314	415	439	216	489	370	122	119	160	156	118	152	106	0	263	258	251	265	503	511	148	285	115	83	76	94
LOC107986931	1	0	1	0	0	0	0	3	63	32	65	55	61	0	13	13	17	18	131	92	59	88	29	28	24	24
LOC105379328	1	0	0	0	0	0	1	2	21	33	45	40	41	0	9	6	5	16	60	48	31	73	27	23	14	20
ADAM28	2	4	9	5	15	11	2	6	220	192	376	361	329	0	136	171	176	213	732	705	247	553	163	181	143	167
ADAM7-AS1	0	1	0	1	0	0	0	1	6	7	4	4	3	0	2	1	3	2	17	26	6	14	3	6	1	2
ADAMDEC1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	2
ADAM7	1	0	0	0	1	1	0	0	5	5	6	7	5	0	0	1	1	0	1	0	0	0	1	3	2	0
ADAM7-AS2	0	0	0	0	0	0	0	0	1	0	2	1	2	0	0	0	0	0	1	0	0	0	1	0	0	0
LOC107986932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC107986882	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379329	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEFM	200	240	230	191	396	378	326	342	139	183	137	144	127	0	112	110	33	29	52	45	8	13	29	27	114	125
LOC112268023	4	1	1	1	5	3	1	2	0	6	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	149	99	95	67	152	142	233	271	488	432	395	444	352	0	135	113	56	49	164	164	148	109	271	319	743	814
MIR6841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC105379330	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901911	0	0	0	0	0	0	1	0	2	4	2	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0
LOC124901912	1	0	0	2	4	3	1	3	1	3	1	4	1	0	1	0	0	1	0	0	0	1	2	1	0	0
DOCK5	285	171	329	103	228	236	528	604	645	592	680	788	610	0	111	93	147	149	53	54	121	133	135	132	194	221
MIR6876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379331	0	0	1	2	1	0	0	3	0	1	4	3	4	0	2	0	0	0	0	0	0	0	0	0	0	1
GNRH1	17	4	11	4	5	3	35	40	71	62	49	59	43	0	6	12	2	6	18	25	10	25	6	9	8	5
KCTD9	311	169	296	123	236	219	693	667	1018	815	1321	1387	1176	0	227	276	168	252	439	423	483	450	490	492	473	427
LOC124901913	10	1	4	1	1	4	21	15	12	20	10	15	9	1	3	3	4	3	13	3	1	1	6	6	0	2
CDCA2	733	371	466	223	510	446	1354	1541	723	553	618	653	551	0	570	543	386	453	128	136	66	94	211	233	189	193
LOC107986933	2	0	0	0	0	0	2	2	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0
LOC105379333	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC105379332	1	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	4	2	1	1	0	1	0	0
LOC124901915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EBF2	0	1	0	1	0	0	98	113	67	29	37	39	34	0	12	16	37	50	3	6	12	22	2	1	9	11
LOC102723395	0	0	0	1	0	1	2	2	0	0	0	1	0	0	1	1	0	3	4	0	1	1	0	0	0	0
LOC124901914	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
LOC105379335	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379336	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PPP2R2A	1142	883	933	491	1121	902	1756	1824	2289	1976	1867	1748	1683	0	861	786	807	908	894	946	938	1022	736	744	809	760
SDAD1P1	17	9	14	6	23	10	10	12	31	17	27	22	22	0	5	13	5	19	45	32	13	18	20	35	27	14
BNIP3L	570	332	300	170	486	321	557	547	1473	1266	1470	1579	1335	0	431	508	455	510	1234	1322	575	711	516	587	567	579
LOC124901868	5	0	2	3	5	4	2	1	9	8	2	9	1	0	3	5	4	2	3	8	2	1	0	0	1	1
PNMA2	38	39	40	28	61	43	113	89	387	344	281	248	253	0	82	78	91	88	61	73	241	255	143	120	270	249
DPYSL2	2870	3435	3639	1890	4429	3585	4986	5538	4874	4998	3097	3453	2770	0	3544	2536	2866	2473	795	898	848	754	692	660	902	859
LOC124901916	35	52	50	42	51	44	364	375	148	164	192	190	172	0	131	117	147	174	26	30	17	34	12	7	10	7
ADRA1A	2	1	2	1	2	2	6	2	2	0	0	4	0	0	0	0	6	6	0	0	0	0	0	2	2	1
LOC124901918	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548H4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379340	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STMN4	0	0	0	0	0	0	0	0	0	1	2	1	1	0	1	0	0	0	1	0	0	0	0	2	0	0
TRIM35	70	86	92	47	127	92	188	192	256	333	273	272	254	0	168	142	196	169	77	77	69	74	72	63	51	62
PTK2B	30	15	17	10	25	10	60	61	87	168	265	333	232	0	110	116	148	138	83	90	111	118	36	39	36	41
MIR6842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA2	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	2	0	0	0	0	3	0	1	0	0
EPHX2	45	35	30	18	36	31	75	78	56	63	60	91	54	0	80	64	73	63	107	133	29	42	102	114	103	102
LOC124901919	1	0	0	1	2	2	2	1	1	0	3	1	3	0	0	0	0	0	2	3	0	0	3	3	0	2
CLU	479	453	437	187	475	328	219	255	635	792	751	959	661	0	162	145	187	164	55	64	63	67	194	205	269	279
MIR6843	0	2	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0
SCARA3	56	40	40	17	39	21	128	144	277	318	461	585	411	0	118	151	114	115	6	15	9	5	30	33	28	27
LOC124901921	0	0	0	0	0	0	2	1	0	0	3	2	2	0	0	0	0	0	1	0	1	0	0	0	0	0
LOC124901920	3	0	0	0	0	0	0	0	0	2	15	15	15	0	3	3	0	3	0	1	0	0	0	2	1	2
MIR3622B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3622A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC25	401	183	267	138	282	242	467	549	703	602	426	482	381	0	237	225	269	350	201	246	157	176	209	233	211	181
LOC107986934	8	2	2	2	3	2	36	40	32	41	35	29	31	0	8	2	5	13	19	21	4	11	8	13	15	13
ESCO2	291	160	288	151	302	199	603	626	377	292	302	361	263	0	129	202	118	161	49	33	24	31	139	153	116	102
PBK	43	8	17	6	11	15	70	72	81	47	131	93	116	0	40	55	15	45	14	14	11	8	56	59	47	49
SCARA5	4	1	1	1	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR4287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379342	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUGGC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0
ELP3	319	209	235	135	303	224	582	575	655	637	739	767	664	0	495	454	593	489	342	354	299	313	372	433	376	373
LOC105379343	15	8	8	4	16	12	91	81	51	51	46	47	39	0	12	21	33	26	34	49	19	33	38	45	27	37
PNOC	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	3	4	5	11	0	1	1	0
ZNF395	111	123	58	29	74	82	201	256	109	117	112	128	101	0	186	214	200	184	209	179	78	70	118	114	102	94
FBXO16	74	47	47	24	52	40	69	80	124	91	143	166	128	0	48	44	37	56	82	78	74	81	79	84	68	65
FZD3	994	391	674	357	778	657	1921	2194	1446	1230	1079	1133	960	0	242	293	275	348	915	967	523	884	482	522	554	447
MIR4288	1	0	2	0	0	0	0	2	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0
EXTL3	642	576	429	218	644	492	821	856	1063	920	632	569	573	0	811	719	305	319	800	829	1325	1078	492	461	806	821
EXTL3-AS1	5	1	4	1	1	0	6	6	4	3	3	2	3	0	4	2	0	5	5	10	8	4	5	5	11	12
INTS9	116	86	85	65	116	121	186	254	282	233	236	227	219	0	184	166	164	137	99	84	71	82	81	84	90	89
HMBOX1	149	95	94	63	127	113	436	483	652	620	696	765	600	0	287	310	258	264	686	629	414	468	628	632	599	537
LOC105379346	33	14	38	21	35	25	214	252	261	234	282	272	241	0	52	54	43	51	256	261	117	242	358	322	291	298
KIF13B	142	98	75	42	112	89	138	154	271	206	287	289	250	0	210	212	262	230	212	230	167	166	179	190	137	146
LOC124901922	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC124901923	1	0	1	0	0	0	1	2	1	0	0	0	0	0	2	3	4	1	1	0	0	0	1	0	0	0
DUSP4	123	37	28	19	57	26	120	138	65	54	97	76	84	0	81	79	63	50	8	5	26	4	0	2	6	4
LOC124901924	7	0	1	0	0	0	1	4	1	0	6	0	5	0	1	1	6	3	0	1	0	0	0	1	0	0
LOC105379349	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986935	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379350	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LINC02948	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC124901925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901926	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00589	0	0	0	3	0	1	2	1	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC02099	0	1	0	1	1	1	2	1	1	1	1	3	1	0	0	0	0	0	1	0	0	0	1	0	1	0
LOC101929470	0	1	0	0	0	1	2	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
LOC107986884	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0
LOC105379354	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02209	0	0	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
MIR3148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SARAF	710	400	699	278	685	558	1145	1360	4053	4089	4858	4928	4160	0	1450	1398	1278	1360	1488	1530	882	1062	1408	1641	1412	1382
LEPROTL1	376	265	338	165	372	313	850	783	2075	1992	1833	1767	1614	0	1222	1001	938	906	478	476	402	417	508	533	491	438
MBOAT4	1	1	0	2	0	2	8	12	13	14	35	29	33	0	13	8	3	3	7	9	2	5	2	5	3	3
DCTN6	199	63	164	76	132	89	288	333	613	610	415	386	337	0	341	256	270	310	319	253	169	313	379	487	423	418
LOC124901927	3	0	0	0	1	0	13	12	15	12	20	16	17	0	7	13	10	8	3	1	1	2	6	5	6	2
LOC124901928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RBPMS-AS1	3	4	2	1	2	1	3	1	4	2	6	6	5	0	6	8	6	3	3	2	2	2	6	4	3	4
RBPMS	1575	1165	1286	584	1395	1183	2178	2320	5219	4076	4661	4608	4144	1	1510	3656	3583	3547	3730	3752	4196	4859	3547	3788	4622	4699
LOC112268025	80	50	76	37	65	44	205	192	192	183	256	223	222	0	182	130	178	245	130	110	92	160	149	164	183	164
LOC124901929	18	11	26	8	15	13	86	90	103	99	86	78	79	0	23	35	32	41	70	73	74	91	100	94	118	147
GTF2E2	245	119	114	68	197	114	186	193	318	307	384	372	339	0	0	95	74	76	166	153	143	178	113	133	116	109
SMIM18	11	9	16	4	11	18	52	35	35	38	46	44	43	0	0	12	10	9	21	17	11	17	17	31	16	11
GSR	702	673	563	267	659	540	647	748	1390	1230	1498	1556	1288	0	0	765	685	678	541	576	396	388	515	583	428	421
UBXN8	16	10	45	18	24	22	108	127	108	128	117	120	101	0	0	68	75	61	22	16	14	26	32	36	43	25
LOC105379356	1	2	1	2	0	0	3	1	9	11	5	5	4	0	0	5	4	3	4	4	1	3	3	3	2	1
LOC105379355	5	0	1	3	2	1	3	5	13	9	6	8	3	0	0	5	5	8	6	4	2	3	4	5	8	0
PPP2CB	500	296	377	127	400	305	1341	1422	2730	2404	3333	3404	2922	0	0	633	950	839	649	593	579	772	548	655	570	535
TEX15	211	53	271	160	234	158	357	362	49	26	50	73	45	0	0	36	48	51	3	4	6	8	13	4	6	10
LOC105379357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PURG	61	29	31	24	48	34	108	85	95	62	116	128	105	0	0	45	21	24	64	64	76	97	34	31	32	36
WRN	1273	483	866	353	857	622	1875	1956	1540	1304	1506	1444	1363	0	0	651	458	693	715	646	300	421	375	385	345	292
LOC105379358	17	4	11	5	6	8	79	85	44	54	55	48	46	0	0	15	10	18	17	15	11	12	14	14	11	14
LOC101929492	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
LOC105379360	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NRG1	23	10	10	7	14	8	59	80	785	966	931	1187	842	0	0	45	127	137	42	51	142	153	15	20	21	20
NRG1-IT1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	9	0	0	1	0
LOC105379361	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	1	0	0	3	4	11	1	2	4	3
NRG1-IT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0
LOC128092250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379362	112	52	100	41	107	91	198	260	202	177	205	210	178	0	0	98	82	70	165	158	101	126	138	177	178	223
FUT10	577	317	304	151	440	327	1046	1170	1147	1054	1281	1273	1143	0	0	246	198	244	380	424	270	347	238	281	306	275
MAK16	361	333	368	191	458	319	634	694	753	650	977	981	842	0	0	344	403	469	228	207	218	288	207	225	213	242
TTI2	72	59	64	30	73	47	115	134	157	146	179	190	165	0	0	113	109	116	70	73	81	85	54	63	55	52
SNORD13	1	0	0	0	1	0	0	2	2	1	2	1	1	0	0	2	0	0	0	1	1	1	1	0	0	0
RNF122	24	19	12	5	15	16	50	59	45	54	48	47	42	0	0	56	35	45	11	12	14	11	6	8	9	10
DUSP26	5	2	2	2	3	3	5	7	7	9	10	15	10	0	0	13	6	18	70	52	61	88	152	197	135	167
LOC105379364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC105379366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LINC01288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC5D	1473	1070	1094	395	1644	611	1511	1605	229	182	216	245	200	0	1	139	184	242	83	115	55	64	87	89	165	145
LOC101929550	17	17	27	8	16	12	134	149	8	5	12	8	11	0	0	32	26	30	15	7	4	2	8	3	3	7
LOC124902062	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC105379370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
LOC105379371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNU1	0	0	0	0	0	0	1	3	2	1	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC105379375	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC105379377	0	1	0	1	2	0	1	4	5	6	0	4	0	0	0	4	0	1	1	0	0	1	2	2	0	3
LOC100507403	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	1	4	1	3	3	0	3	3	4	7	3
LOC124901930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
LINC01605	0	0	0	0	0	0	3	3	6	2	1	3	0	0	0	6	1	1	9	5	1	3	7	7	13	2
LOC105379379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
LOC105379378	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0
LOC105379380	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC124901931	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901932	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1
LOC124901933	0	0	0	0	0	0	1	2	0	1	1	0	1	0	0	1	1	0	1	0	0	0	1	1	3	2
ZNF703	13	7	3	2	7	8	62	73	129	119	172	160	148	0	0	411	151	118	137	165	82	67	142	103	250	227
LOC101929622	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC102723701	2	1	0	0	0	0	0	0	0	0	1	6	1	0	0	1	3	4	0	0	1	0	2	0	1	0
ERLIN2	435	333	336	152	434	363	976	1075	1103	953	1017	1101	891	0	0	642	678	560	418	448	291	335	373	417	406	428
